task_id,asset_id,defect_id,department_id,section_id,task_type,planned_start,planned_end,due_date,required_block_type,estimated_duration_minutes,status
TASK-03825,AST-380,,DEP-002,SEC-005,PREVENTIVE,2026-01-08T00:00:00,2026-01-08T02:00:00,2026-01-23T00:00:00,SHADOW,120,COMPLETED
TASK-03826,AST-380,,DEP-002,SEC-005,PREVENTIVE,2026-04-08T00:00:00,2026-04-08T02:00:00,2026-04-23T00:00:00,SHADOW,120,COMPLETED
TASK-03827,AST-380,,DEP-002,SEC-005,PREVENTIVE,2026-07-07T00:00:00,2026-07-07T02:00:00,2026-07-22T00:00:00,SHADOW,120,COMPLETED
TASK-03828,AST-381,,DEP-002,SEC-004,PREVENTIVE,2023-09-09T00:00:00,2023-09-09T02:00:00,2023-09-24T00:00:00,SHADOW,120,COMPLETED
TASK-03829,AST-381,,DEP-002,SEC-004,PREVENTIVE,2023-12-08T00:00:00,2023-12-08T02:00:00,2023-12-23T00:00:00,SHADOW,120,COMPLETED
TASK-03830,AST-381,,DEP-002,SEC-004,PREVENTIVE,2024-03-07T00:00:00,2024-03-07T02:00:00,2024-03-22T00:00:00,SHADOW,120,COMPLETED
TASK-03831,AST-381,,DEP-002,SEC-004,PREVENTIVE,2024-06-05T00:00:00,2024-06-05T02:00:00,2024-06-20T00:00:00,SHADOW,120,COMPLETED
TASK-03832,AST-381,,DEP-002,SEC-004,PREVENTIVE,2024-09-03T00:00:00,2024-09-03T02:00:00,2024-09-18T00:00:00,SHADOW,120,COMPLETED
TASK-03833,AST-381,,DEP-002,SEC-004,PREVENTIVE,2024-12-02T00:00:00,2024-12-02T02:00:00,2024-12-17T00:00:00,SHADOW,120,COMPLETED
TASK-03834,AST-381,,DEP-002,SEC-004,PREVENTIVE,2025-03-02T00:00:00,2025-03-02T02:00:00,2025-03-17T00:00:00,SHADOW,120,COMPLETED
TASK-03835,AST-381,,DEP-002,SEC-004,PREVENTIVE,2025-05-31T00:00:00,2025-05-31T02:00:00,2025-06-15T00:00:00,SHADOW,120,COMPLETED
TASK-03836,AST-381,,DEP-002,SEC-004,PREVENTIVE,2025-08-29T00:00:00,2025-08-29T02:00:00,2025-09-13T00:00:00,SHADOW,120,COMPLETED
TASK-03837,AST-381,,DEP-002,SEC-004,PREVENTIVE,2025-11-27T00:00:00,2025-11-27T02:00:00,2025-12-12T00:00:00,SHADOW,120,COMPLETED
TASK-03838,AST-381,,DEP-002,SEC-004,PREVENTIVE,2026-02-25T00:00:00,2026-02-25T02:00:00,2026-03-12T00:00:00,SHADOW,120,COMPLETED
TASK-03839,AST-381,,DEP-002,SEC-004,PREVENTIVE,2026-05-26T00:00:00,2026-05-26T02:00:00,2026-06-10T00:00:00,SHADOW,120,COMPLETED
TASK-03864,AST-387,,DEP-002,SEC-006,PREVENTIVE,2023-10-09T00:00:00,2023-10-09T02:00:00,2023-10-24T00:00:00,SHADOW,120,COMPLETED
TASK-03865,AST-387,,DEP-002,SEC-006,PREVENTIVE,2024-01-07T00:00:00,2024-01-07T02:00:00,2024-01-22T00:00:00,SHADOW,120,COMPLETED
TASK-03866,AST-387,,DEP-002,SEC-006,PREVENTIVE,2024-04-06T00:00:00,2024-04-06T02:00:00,2024-04-21T00:00:00,SHADOW,120,COMPLETED
TASK-03867,AST-387,,DEP-002,SEC-006,PREVENTIVE,2024-07-05T00:00:00,2024-07-05T02:00:00,2024-07-20T00:00:00,SHADOW,120,COMPLETED
TASK-03868,AST-387,,DEP-002,SEC-006,PREVENTIVE,2024-10-03T00:00:00,2024-10-03T02:00:00,2024-10-18T00:00:00,SHADOW,120,COMPLETED
TASK-03869,AST-387,,DEP-002,SEC-006,PREVENTIVE,2025-01-01T00:00:00,2025-01-01T02:00:00,2025-01-16T00:00:00,SHADOW,120,COMPLETED
TASK-03870,AST-387,,DEP-002,SEC-006,PREVENTIVE,2025-04-01T00:00:00,2025-04-01T02:00:00,2025-04-16T00:00:00,SHADOW,120,COMPLETED
TASK-03871,AST-387,,DEP-002,SEC-006,PREVENTIVE,2025-06-30T00:00:00,2025-06-30T02:00:00,2025-07-15T00:00:00,SHADOW,120,COMPLETED
TASK-03872,AST-387,,DEP-002,SEC-006,PREVENTIVE,2025-09-28T00:00:00,2025-09-28T02:00:00,2025-10-13T00:00:00,SHADOW,120,COMPLETED
TASK-03873,AST-387,,DEP-002,SEC-006,PREVENTIVE,2025-12-27T00:00:00,2025-12-27T02:00:00,2026-01-11T00:00:00,SHADOW,120,COMPLETED
TASK-03874,AST-387,,DEP-002,SEC-006,PREVENTIVE,2026-03-27T00:00:00,2026-03-27T02:00:00,2026-04-11T00:00:00,SHADOW,120,COMPLETED
TASK-03875,AST-387,,DEP-002,SEC-006,PREVENTIVE,2026-06-25T00:00:00,2026-06-25T02:00:00,2026-07-10T00:00:00,SHADOW,120,COMPLETED
TASK-03882,AST-390,,DEP-002,SEC-004,PREVENTIVE,2023-08-16T00:00:00,2023-08-16T02:00:00,2023-08-31T00:00:00,SHADOW,120,COMPLETED
TASK-03883,AST-390,,DEP-002,SEC-004,PREVENTIVE,2023-11-14T00:00:00,2023-11-14T02:00:00,2023-11-29T00:00:00,SHADOW,120,COMPLETED
TASK-03884,AST-390,,DEP-002,SEC-004,PREVENTIVE,2024-02-12T00:00:00,2024-02-12T02:00:00,2024-02-27T00:00:00,SHADOW,120,COMPLETED
TASK-03885,AST-390,,DEP-002,SEC-004,PREVENTIVE,2024-05-12T00:00:00,2024-05-12T02:00:00,2024-05-27T00:00:00,SHADOW,120,COMPLETED
TASK-03886,AST-390,,DEP-002,SEC-004,PREVENTIVE,2024-08-10T00:00:00,2024-08-10T02:00:00,2024-08-25T00:00:00,SHADOW,120,COMPLETED
TASK-03887,AST-390,,DEP-002,SEC-004,PREVENTIVE,2024-11-08T00:00:00,2024-11-08T02:00:00,2024-11-23T00:00:00,SHADOW,120,COMPLETED
TASK-03888,AST-390,,DEP-002,SEC-004,PREVENTIVE,2025-02-06T00:00:00,2025-02-06T02:00:00,2025-02-21T00:00:00,SHADOW,120,COMPLETED
TASK-03889,AST-390,,DEP-002,SEC-004,PREVENTIVE,2025-05-07T00:00:00,2025-05-07T02:00:00,2025-05-22T00:00:00,SHADOW,120,COMPLETED
TASK-03890,AST-390,,DEP-002,SEC-004,PREVENTIVE,2025-08-05T00:00:00,2025-08-05T02:00:00,2025-08-20T00:00:00,SHADOW,120,COMPLETED
TASK-03891,AST-390,,DEP-002,SEC-004,PREVENTIVE,2025-11-03T00:00:00,2025-11-03T02:00:00,2025-11-18T00:00:00,SHADOW,120,COMPLETED
TASK-03892,AST-390,,DEP-002,SEC-004,PREVENTIVE,2026-02-01T00:00:00,2026-02-01T02:00:00,2026-02-16T00:00:00,SHADOW,120,COMPLETED
TASK-03893,AST-390,,DEP-002,SEC-004,PREVENTIVE,2026-05-02T00:00:00,2026-05-02T02:00:00,2026-05-17T00:00:00,SHADOW,120,COMPLETED
TASK-03894,AST-390,,DEP-002,SEC-004,PREVENTIVE,2026-07-31T00:00:00,2026-07-31T02:00:00,2026-08-15T00:00:00,SHADOW,120,COMPLETED
TASK-03898,AST-392,,DEP-002,SEC-001,PREVENTIVE,2023-09-02T00:00:00,2023-09-02T02:00:00,2023-09-17T00:00:00,SHADOW,120,COMPLETED
TASK-03899,AST-392,,DEP-002,SEC-001,PREVENTIVE,2023-12-01T00:00:00,2023-12-01T02:00:00,2023-12-16T00:00:00,SHADOW,120,COMPLETED
TASK-03900,AST-392,,DEP-002,SEC-001,PREVENTIVE,2024-02-29T00:00:00,2024-02-29T02:00:00,2024-03-15T00:00:00,SHADOW,120,COMPLETED
TASK-03901,AST-392,,DEP-002,SEC-001,PREVENTIVE,2024-05-29T00:00:00,2024-05-29T02:00:00,2024-06-13T00:00:00,SHADOW,120,COMPLETED
TASK-03902,AST-392,,DEP-002,SEC-001,PREVENTIVE,2024-08-27T00:00:00,2024-08-27T02:00:00,2024-09-11T00:00:00,SHADOW,120,COMPLETED
TASK-03903,AST-392,,DEP-002,SEC-001,PREVENTIVE,2024-11-25T00:00:00,2024-11-25T02:00:00,2024-12-10T00:00:00,SHADOW,120,COMPLETED
TASK-03904,AST-392,,DEP-002,SEC-001,PREVENTIVE,2025-02-23T00:00:00,2025-02-23T02:00:00,2025-03-10T00:00:00,SHADOW,120,COMPLETED
TASK-03905,AST-392,,DEP-002,SEC-001,PREVENTIVE,2025-05-24T00:00:00,2025-05-24T02:00:00,2025-06-08T00:00:00,SHADOW,120,COMPLETED
TASK-03906,AST-392,,DEP-002,SEC-001,PREVENTIVE,2025-08-22T00:00:00,2025-08-22T02:00:00,2025-09-06T00:00:00,SHADOW,120,COMPLETED
TASK-03907,AST-392,,DEP-002,SEC-001,PREVENTIVE,2025-11-20T00:00:00,2025-11-20T02:00:00,2025-12-05T00:00:00,SHADOW,120,COMPLETED
TASK-03908,AST-392,,DEP-002,SEC-001,PREVENTIVE,2026-02-18T00:00:00,2026-02-18T02:00:00,2026-03-05T00:00:00,SHADOW,120,COMPLETED
TASK-03909,AST-392,,DEP-002,SEC-001,PREVENTIVE,2026-05-19T00:00:00,2026-05-19T02:00:00,2026-06-03T00:00:00,SHADOW,120,COMPLETED
TASK-03910,AST-393,,DEP-002,SEC-004,PREVENTIVE,2023-09-06T00:00:00,2023-09-06T02:00:00,2023-09-21T00:00:00,SHADOW,120,COMPLETED
TASK-03911,AST-393,,DEP-002,SEC-004,PREVENTIVE,2023-12-05T00:00:00,2023-12-05T02:00:00,2023-12-20T00:00:00,SHADOW,120,COMPLETED
TASK-03912,AST-393,,DEP-002,SEC-004,PREVENTIVE,2024-03-04T00:00:00,2024-03-04T02:00:00,2024-03-19T00:00:00,SHADOW,120,COMPLETED
TASK-03913,AST-393,,DEP-002,SEC-004,PREVENTIVE,2024-06-02T00:00:00,2024-06-02T02:00:00,2024-06-17T00:00:00,SHADOW,120,COMPLETED
TASK-03914,AST-393,,DEP-002,SEC-004,PREVENTIVE,2024-08-31T00:00:00,2024-08-31T02:00:00,2024-09-15T00:00:00,SHADOW,120,COMPLETED
TASK-03915,AST-393,,DEP-002,SEC-004,PREVENTIVE,2024-11-29T00:00:00,2024-11-29T02:00:00,2024-12-14T00:00:00,SHADOW,120,COMPLETED
TASK-03916,AST-393,,DEP-002,SEC-004,PREVENTIVE,2025-02-27T00:00:00,2025-02-27T02:00:00,2025-03-14T00:00:00,SHADOW,120,COMPLETED
TASK-03917,AST-393,,DEP-002,SEC-004,PREVENTIVE,2025-05-28T00:00:00,2025-05-28T02:00:00,2025-06-12T00:00:00,SHADOW,120,COMPLETED
TASK-03918,AST-393,,DEP-002,SEC-004,PREVENTIVE,2025-08-26T00:00:00,2025-08-26T02:00:00,2025-09-10T00:00:00,SHADOW,120,COMPLETED
TASK-03919,AST-393,,DEP-002,SEC-004,PREVENTIVE,2025-11-24T00:00:00,2025-11-24T02:00:00,2025-12-09T00:00:00,SHADOW,120,COMPLETED
TASK-03920,AST-393,,DEP-002,SEC-004,PREVENTIVE,2026-02-22T00:00:00,2026-02-22T02:00:00,2026-03-09T00:00:00,SHADOW,120,COMPLETED
TASK-03921,AST-393,,DEP-002,SEC-004,PREVENTIVE,2026-05-23T00:00:00,2026-05-23T02:00:00,2026-06-07T00:00:00,SHADOW,120,COMPLETED
TASK-03937,AST-398,,DEP-002,SEC-003,PREVENTIVE,2023-09-08T00:00:00,2023-09-08T02:00:00,2023-09-23T00:00:00,SHADOW,120,COMPLETED
TASK-03938,AST-398,,DEP-002,SEC-003,PREVENTIVE,2023-12-07T00:00:00,2023-12-07T02:00:00,2023-12-22T00:00:00,SHADOW,120,COMPLETED
TASK-03939,AST-398,,DEP-002,SEC-003,PREVENTIVE,2024-03-06T00:00:00,2024-03-06T02:00:00,2024-03-21T00:00:00,SHADOW,120,COMPLETED
TASK-03940,AST-398,,DEP-002,SEC-003,PREVENTIVE,2024-06-04T00:00:00,2024-06-04T02:00:00,2024-06-19T00:00:00,SHADOW,120,COMPLETED
TASK-03941,AST-398,,DEP-002,SEC-003,PREVENTIVE,2024-09-02T00:00:00,2024-09-02T02:00:00,2024-09-17T00:00:00,SHADOW,120,COMPLETED
TASK-03942,AST-398,,DEP-002,SEC-003,PREVENTIVE,2024-12-01T00:00:00,2024-12-01T02:00:00,2024-12-16T00:00:00,SHADOW,120,COMPLETED
TASK-03943,AST-398,,DEP-002,SEC-003,PREVENTIVE,2025-03-01T00:00:00,2025-03-01T02:00:00,2025-03-16T00:00:00,SHADOW,120,COMPLETED
TASK-03944,AST-398,,DEP-002,SEC-003,PREVENTIVE,2025-05-30T00:00:00,2025-05-30T02:00:00,2025-06-14T00:00:00,SHADOW,120,COMPLETED
TASK-03945,AST-398,,DEP-002,SEC-003,PREVENTIVE,2025-08-28T00:00:00,2025-08-28T02:00:00,2025-09-12T00:00:00,SHADOW,120,COMPLETED
TASK-03946,AST-398,,DEP-002,SEC-003,PREVENTIVE,2025-11-26T00:00:00,2025-11-26T02:00:00,2025-12-11T00:00:00,SHADOW,120,COMPLETED
TASK-03947,AST-398,,DEP-002,SEC-003,PREVENTIVE,2026-02-24T00:00:00,2026-02-24T02:00:00,2026-03-11T00:00:00,SHADOW,120,COMPLETED
TASK-03948,AST-398,,DEP-002,SEC-003,PREVENTIVE,2026-05-25T00:00:00,2026-05-25T02:00:00,2026-06-09T00:00:00,SHADOW,120,COMPLETED
TASK-03952,AST-400,,DEP-002,SEC-004,PREVENTIVE,2023-08-20T00:00:00,2023-08-20T02:00:00,2023-09-04T00:00:00,SHADOW,120,COMPLETED
TASK-03953,AST-400,,DEP-002,SEC-004,PREVENTIVE,2023-11-18T00:00:00,2023-11-18T02:00:00,2023-12-03T00:00:00,SHADOW,120,COMPLETED
TASK-03954,AST-400,,DEP-002,SEC-004,PREVENTIVE,2024-02-16T00:00:00,2024-02-16T02:00:00,2024-03-02T00:00:00,SHADOW,120,COMPLETED
TASK-03955,AST-400,,DEP-002,SEC-004,PREVENTIVE,2024-05-16T00:00:00,2024-05-16T02:00:00,2024-05-31T00:00:00,SHADOW,120,COMPLETED
TASK-03956,AST-400,,DEP-002,SEC-004,PREVENTIVE,2024-08-14T00:00:00,2024-08-14T02:00:00,2024-08-29T00:00:00,SHADOW,120,COMPLETED
TASK-03957,AST-400,,DEP-002,SEC-004,PREVENTIVE,2024-11-12T00:00:00,2024-11-12T02:00:00,2024-11-27T00:00:00,SHADOW,120,COMPLETED
TASK-03958,AST-400,,DEP-002,SEC-004,PREVENTIVE,2025-02-10T00:00:00,2025-02-10T02:00:00,2025-02-25T00:00:00,SHADOW,120,COMPLETED
TASK-03959,AST-400,,DEP-002,SEC-004,PREVENTIVE,2025-05-11T00:00:00,2025-05-11T02:00:00,2025-05-26T00:00:00,SHADOW,120,COMPLETED
TASK-03960,AST-400,,DEP-002,SEC-004,PREVENTIVE,2025-08-09T00:00:00,2025-08-09T02:00:00,2025-08-24T00:00:00,SHADOW,120,COMPLETED
TASK-03961,AST-400,,DEP-002,SEC-004,PREVENTIVE,2025-11-07T00:00:00,2025-11-07T02:00:00,2025-11-22T00:00:00,SHADOW,120,COMPLETED
TASK-03962,AST-400,,DEP-002,SEC-004,PREVENTIVE,2026-02-05T00:00:00,2026-02-05T02:00:00,2026-02-20T00:00:00,SHADOW,120,COMPLETED
TASK-03963,AST-400,,DEP-002,SEC-004,PREVENTIVE,2026-05-06T00:00:00,2026-05-06T02:00:00,2026-05-21T00:00:00,SHADOW,120,COMPLETED
TASK-03964,AST-401,,DEP-002,SEC-002,PREVENTIVE,2023-10-11T00:00:00,2023-10-11T02:00:00,2023-10-26T00:00:00,SHADOW,120,COMPLETED
TASK-03965,AST-401,,DEP-002,SEC-002,PREVENTIVE,2024-01-09T00:00:00,2024-01-09T02:00:00,2024-01-24T00:00:00,SHADOW,120,COMPLETED
TASK-03966,AST-401,,DEP-002,SEC-002,PREVENTIVE,2024-04-08T00:00:00,2024-04-08T02:00:00,2024-04-23T00:00:00,SHADOW,120,COMPLETED
TASK-03967,AST-401,,DEP-002,SEC-002,PREVENTIVE,2024-07-07T00:00:00,2024-07-07T02:00:00,2024-07-22T00:00:00,SHADOW,120,COMPLETED
TASK-03968,AST-401,,DEP-002,SEC-002,PREVENTIVE,2024-10-05T00:00:00,2024-10-05T02:00:00,2024-10-20T00:00:00,SHADOW,120,COMPLETED
TASK-03969,AST-401,,DEP-002,SEC-002,PREVENTIVE,2025-01-03T00:00:00,2025-01-03T02:00:00,2025-01-18T00:00:00,SHADOW,120,COMPLETED
TASK-03970,AST-401,,DEP-002,SEC-002,PREVENTIVE,2025-04-03T00:00:00,2025-04-03T02:00:00,2025-04-18T00:00:00,SHADOW,120,COMPLETED
TASK-03971,AST-401,,DEP-002,SEC-002,PREVENTIVE,2025-07-02T00:00:00,2025-07-02T02:00:00,2025-07-17T00:00:00,SHADOW,120,COMPLETED
TASK-03972,AST-401,,DEP-002,SEC-002,PREVENTIVE,2025-09-30T00:00:00,2025-09-30T02:00:00,2025-10-15T00:00:00,SHADOW,120,COMPLETED
TASK-03973,AST-401,,DEP-002,SEC-002,PREVENTIVE,2025-12-29T00:00:00,2025-12-29T02:00:00,2026-01-13T00:00:00,SHADOW,120,COMPLETED
TASK-03974,AST-401,,DEP-002,SEC-002,PREVENTIVE,2026-03-29T00:00:00,2026-03-29T02:00:00,2026-04-13T00:00:00,SHADOW,120,COMPLETED
TASK-03975,AST-401,,DEP-002,SEC-002,PREVENTIVE,2026-06-27T00:00:00,2026-06-27T02:00:00,2026-07-12T00:00:00,SHADOW,120,COMPLETED
TASK-03979,AST-403,,DEP-002,SEC-005,PREVENTIVE,2023-10-16T00:00:00,2023-10-16T02:00:00,2023-10-31T00:00:00,SHADOW,120,COMPLETED
TASK-03980,AST-403,,DEP-002,SEC-005,PREVENTIVE,2024-01-14T00:00:00,2024-01-14T02:00:00,2024-01-29T00:00:00,SHADOW,120,COMPLETED
TASK-03981,AST-403,,DEP-002,SEC-005,PREVENTIVE,2024-04-13T00:00:00,2024-04-13T02:00:00,2024-04-28T00:00:00,SHADOW,120,COMPLETED
TASK-03982,AST-403,,DEP-002,SEC-005,PREVENTIVE,2024-07-12T00:00:00,2024-07-12T02:00:00,2024-07-27T00:00:00,SHADOW,120,COMPLETED
TASK-03983,AST-403,,DEP-002,SEC-005,PREVENTIVE,2024-10-10T00:00:00,2024-10-10T02:00:00,2024-10-25T00:00:00,SHADOW,120,COMPLETED
TASK-03984,AST-403,,DEP-002,SEC-005,PREVENTIVE,2025-01-08T00:00:00,2025-01-08T02:00:00,2025-01-23T00:00:00,SHADOW,120,COMPLETED
TASK-03985,AST-403,,DEP-002,SEC-005,PREVENTIVE,2025-04-08T00:00:00,2025-04-08T02:00:00,2025-04-23T00:00:00,SHADOW,120,COMPLETED
TASK-03986,AST-403,,DEP-002,SEC-005,PREVENTIVE,2025-07-07T00:00:00,2025-07-07T02:00:00,2025-07-22T00:00:00,SHADOW,120,COMPLETED
TASK-03987,AST-403,,DEP-002,SEC-005,PREVENTIVE,2025-10-05T00:00:00,2025-10-05T02:00:00,2025-10-20T00:00:00,SHADOW,120,COMPLETED
TASK-03988,AST-403,,DEP-002,SEC-005,PREVENTIVE,2026-01-03T00:00:00,2026-01-03T02:00:00,2026-01-18T00:00:00,SHADOW,120,COMPLETED
TASK-03989,AST-403,,DEP-002,SEC-005,PREVENTIVE,2026-04-03T00:00:00,2026-04-03T02:00:00,2026-04-18T00:00:00,SHADOW,120,COMPLETED
TASK-03990,AST-403,,DEP-002,SEC-005,PREVENTIVE,2026-07-02T00:00:00,2026-07-02T02:00:00,2026-07-17T00:00:00,SHADOW,120,COMPLETED
TASK-03991,AST-404,,DEP-002,SEC-006,PREVENTIVE,2023-09-30T00:00:00,2023-09-30T02:00:00,2023-10-15T00:00:00,SHADOW,120,COMPLETED
TASK-03992,AST-404,,DEP-002,SEC-006,PREVENTIVE,2023-12-29T00:00:00,2023-12-29T02:00:00,2024-01-13T00:00:00,SHADOW,120,COMPLETED
TASK-03993,AST-404,,DEP-002,SEC-006,PREVENTIVE,2024-03-28T00:00:00,2024-03-28T02:00:00,2024-04-12T00:00:00,SHADOW,120,COMPLETED
TASK-03994,AST-404,,DEP-002,SEC-006,PREVENTIVE,2024-06-26T00:00:00,2024-06-26T02:00:00,2024-07-11T00:00:00,SHADOW,120,COMPLETED
TASK-03995,AST-404,,DEP-002,SEC-006,PREVENTIVE,2024-09-24T00:00:00,2024-09-24T02:00:00,2024-10-09T00:00:00,SHADOW,120,COMPLETED
TASK-03996,AST-404,,DEP-002,SEC-006,PREVENTIVE,2024-12-23T00:00:00,2024-12-23T02:00:00,2025-01-07T00:00:00,SHADOW,120,COMPLETED
TASK-03997,AST-404,,DEP-002,SEC-006,PREVENTIVE,2025-03-23T00:00:00,2025-03-23T02:00:00,2025-04-07T00:00:00,SHADOW,120,COMPLETED
TASK-03998,AST-404,,DEP-002,SEC-006,PREVENTIVE,2025-06-21T00:00:00,2025-06-21T02:00:00,2025-07-06T00:00:00,SHADOW,120,COMPLETED
TASK-03999,AST-404,,DEP-002,SEC-006,PREVENTIVE,2025-09-19T00:00:00,2025-09-19T02:00:00,2025-10-04T00:00:00,SHADOW,120,COMPLETED
TASK-04000,AST-404,,DEP-002,SEC-006,PREVENTIVE,2025-12-18T00:00:00,2025-12-18T02:00:00,2026-01-02T00:00:00,SHADOW,120,COMPLETED
TASK-04001,AST-404,,DEP-002,SEC-006,PREVENTIVE,2026-03-18T00:00:00,2026-03-18T02:00:00,2026-04-02T00:00:00,SHADOW,120,COMPLETED
TASK-04002,AST-404,,DEP-002,SEC-006,PREVENTIVE,2026-06-16T00:00:00,2026-06-16T02:00:00,2026-07-01T00:00:00,SHADOW,120,COMPLETED
TASK-04018,AST-409,,DEP-002,SEC-002,PREVENTIVE,2023-10-12T00:00:00,2023-10-12T02:00:00,2023-10-27T00:00:00,SHADOW,120,COMPLETED
TASK-04019,AST-409,,DEP-002,SEC-002,PREVENTIVE,2024-01-10T00:00:00,2024-01-10T02:00:00,2024-01-25T00:00:00,SHADOW,120,COMPLETED
TASK-04020,AST-409,,DEP-002,SEC-002,PREVENTIVE,2024-04-09T00:00:00,2024-04-09T02:00:00,2024-04-24T00:00:00,SHADOW,120,COMPLETED
TASK-04021,AST-409,,DEP-002,SEC-002,PREVENTIVE,2024-07-08T00:00:00,2024-07-08T02:00:00,2024-07-23T00:00:00,SHADOW,120,COMPLETED
TASK-04022,AST-409,,DEP-002,SEC-002,PREVENTIVE,2024-10-06T00:00:00,2024-10-06T02:00:00,2024-10-21T00:00:00,SHADOW,120,COMPLETED
TASK-04023,AST-409,,DEP-002,SEC-002,PREVENTIVE,2025-01-04T00:00:00,2025-01-04T02:00:00,2025-01-19T00:00:00,SHADOW,120,COMPLETED
TASK-04024,AST-409,,DEP-002,SEC-002,PREVENTIVE,2025-04-04T00:00:00,2025-04-04T02:00:00,2025-04-19T00:00:00,SHADOW,120,COMPLETED
TASK-04025,AST-409,,DEP-002,SEC-002,PREVENTIVE,2025-07-03T00:00:00,2025-07-03T02:00:00,2025-07-18T00:00:00,SHADOW,120,COMPLETED
TASK-04026,AST-409,,DEP-002,SEC-002,PREVENTIVE,2025-10-01T00:00:00,2025-10-01T02:00:00,2025-10-16T00:00:00,SHADOW,120,COMPLETED
TASK-04027,AST-409,,DEP-002,SEC-002,PREVENTIVE,2025-12-30T00:00:00,2025-12-30T02:00:00,2026-01-14T00:00:00,SHADOW,120,COMPLETED
TASK-04028,AST-409,,DEP-002,SEC-002,PREVENTIVE,2026-03-30T00:00:00,2026-03-30T02:00:00,2026-04-14T00:00:00,SHADOW,120,COMPLETED
TASK-04029,AST-409,,DEP-002,SEC-002,PREVENTIVE,2026-06-28T00:00:00,2026-06-28T02:00:00,2026-07-13T00:00:00,SHADOW,120,COMPLETED
TASK-04030,AST-410,,DEP-002,SEC-001,PREVENTIVE,2023-08-18T00:00:00,2023-08-18T02:00:00,2023-09-02T00:00:00,SHADOW,120,COMPLETED
TASK-04031,AST-410,,DEP-002,SEC-001,PREVENTIVE,2023-11-16T00:00:00,2023-11-16T02:00:00,2023-12-01T00:00:00,SHADOW,120,COMPLETED
TASK-04032,AST-410,,DEP-002,SEC-001,PREVENTIVE,2024-02-14T00:00:00,2024-02-14T02:00:00,2024-02-29T00:00:00,SHADOW,120,COMPLETED
TASK-04033,AST-410,,DEP-002,SEC-001,PREVENTIVE,2024-05-14T00:00:00,2024-05-14T02:00:00,2024-05-29T00:00:00,SHADOW,120,COMPLETED
TASK-04034,AST-410,,DEP-002,SEC-001,PREVENTIVE,2024-08-12T00:00:00,2024-08-12T02:00:00,2024-08-27T00:00:00,SHADOW,120,COMPLETED
TASK-04035,AST-410,,DEP-002,SEC-001,PREVENTIVE,2024-11-10T00:00:00,2024-11-10T02:00:00,2024-11-25T00:00:00,SHADOW,120,COMPLETED
TASK-04036,AST-410,,DEP-002,SEC-001,PREVENTIVE,2025-02-08T00:00:00,2025-02-08T02:00:00,2025-02-23T00:00:00,SHADOW,120,COMPLETED
TASK-04037,AST-410,,DEP-002,SEC-001,PREVENTIVE,2025-05-09T00:00:00,2025-05-09T02:00:00,2025-05-24T00:00:00,SHADOW,120,COMPLETED
TASK-04038,AST-410,,DEP-002,SEC-001,PREVENTIVE,2025-08-07T00:00:00,2025-08-07T02:00:00,2025-08-22T00:00:00,SHADOW,120,COMPLETED
TASK-04039,AST-410,,DEP-002,SEC-001,PREVENTIVE,2025-11-05T00:00:00,2025-11-05T02:00:00,2025-11-20T00:00:00,SHADOW,120,COMPLETED
TASK-04040,AST-410,,DEP-002,SEC-001,PREVENTIVE,2026-02-03T00:00:00,2026-02-03T02:00:00,2026-02-18T00:00:00,SHADOW,120,COMPLETED
TASK-04041,AST-410,,DEP-002,SEC-001,PREVENTIVE,2026-05-04T00:00:00,2026-05-04T02:00:00,2026-05-19T00:00:00,SHADOW,120,COMPLETED
TASK-04054,AST-414,,DEP-002,SEC-003,PREVENTIVE,2023-10-30T00:00:00,2023-10-30T02:00:00,2023-11-14T00:00:00,SHADOW,120,COMPLETED
TASK-04055,AST-414,,DEP-002,SEC-003,PREVENTIVE,2024-01-28T00:00:00,2024-01-28T02:00:00,2024-02-12T00:00:00,SHADOW,120,COMPLETED
TASK-04056,AST-414,,DEP-002,SEC-003,PREVENTIVE,2024-04-27T00:00:00,2024-04-27T02:00:00,2024-05-12T00:00:00,SHADOW,120,COMPLETED
TASK-04057,AST-414,,DEP-002,SEC-003,PREVENTIVE,2024-07-26T00:00:00,2024-07-26T02:00:00,2024-08-10T00:00:00,SHADOW,120,COMPLETED
TASK-04058,AST-414,,DEP-002,SEC-003,PREVENTIVE,2024-10-24T00:00:00,2024-10-24T02:00:00,2024-11-08T00:00:00,SHADOW,120,COMPLETED
TASK-04059,AST-414,,DEP-002,SEC-003,PREVENTIVE,2025-01-22T00:00:00,2025-01-22T02:00:00,2025-02-06T00:00:00,SHADOW,120,COMPLETED
TASK-04060,AST-414,,DEP-002,SEC-003,PREVENTIVE,2025-04-22T00:00:00,2025-04-22T02:00:00,2025-05-07T00:00:00,SHADOW,120,COMPLETED
TASK-04061,AST-414,,DEP-002,SEC-003,PREVENTIVE,2025-07-21T00:00:00,2025-07-21T02:00:00,2025-08-05T00:00:00,SHADOW,120,COMPLETED
TASK-04062,AST-414,,DEP-002,SEC-003,PREVENTIVE,2025-10-19T00:00:00,2025-10-19T02:00:00,2025-11-03T00:00:00,SHADOW,120,COMPLETED
TASK-04063,AST-414,,DEP-002,SEC-003,PREVENTIVE,2026-01-17T00:00:00,2026-01-17T02:00:00,2026-02-01T00:00:00,SHADOW,120,COMPLETED
