block_id,section_id,block_type,planned_start,planned_end,actual_start,actual_end,status,purpose,requesting_department,task_id
BLK-02490,SEC-001,TRAFFIC_BLOCK,2024-03-10T00:00:00,2024-03-10T05:00:00,2024-03-09T23:54:00,2024-03-10T04:58:00,COMPLETED,Preventive maintenance block for task TASK-03038,ENGINEERING,TASK-03038
BLK-02491,SEC-001,TRAFFIC_BLOCK,2025-03-10T00:00:00,2025-03-10T05:00:00,2025-03-10T00:04:00,2025-03-10T05:17:00,COMPLETED,Preventive maintenance block for task TASK-03039,ENGINEERING,TASK-03039
BLK-02492,SEC-001,TRAFFIC_BLOCK,2026-03-10T00:00:00,2026-03-10T05:00:00,2026-03-10T00:07:00,2026-03-10T05:03:00,COMPLETED,Preventive maintenance block for task TASK-03040,ENGINEERING,TASK-03040
BLK-02493,SEC-003,SHADOW,2023-09-15T00:00:00,2023-09-15T02:00:00,2023-09-14T23:33:00,2023-09-15T01:27:00,COMPLETED,Preventive maintenance block for task TASK-03041,S&T,TASK-03041
BLK-02494,SEC-003,SHADOW,2023-12-14T00:00:00,2023-12-14T02:00:00,2023-12-14T00:21:00,2023-12-14T02:16:00,COMPLETED,Preventive maintenance block for task TASK-03042,S&T,TASK-03042
BLK-02495,SEC-003,SHADOW,2024-03-13T00:00:00,2024-03-13T02:00:00,2024-03-12T23:30:00,2024-03-13T01:31:00,COMPLETED,Preventive maintenance block for task TASK-03043,S&T,TASK-03043
BLK-02496,SEC-003,SHADOW,2024-06-11T00:00:00,2024-06-11T02:00:00,2024-06-10T23:56:00,2024-06-11T01:57:00,COMPLETED,Preventive maintenance block for task TASK-03044,S&T,TASK-03044
BLK-02497,SEC-003,SHADOW,2024-09-09T00:00:00,2024-09-09T02:00:00,2024-09-08T23:47:00,2024-09-09T01:46:00,COMPLETED,Preventive maintenance block for task TASK-03045,S&T,TASK-03045
BLK-02498,SEC-003,SHADOW,2024-12-08T00:00:00,2024-12-08T02:00:00,2024-12-08T00:09:00,2024-12-08T02:04:00,COMPLETED,Preventive maintenance block for task TASK-03046,S&T,TASK-03046
BLK-02499,SEC-003,SHADOW,2025-03-08T00:00:00,2025-03-08T02:00:00,2025-03-07T23:45:00,2025-03-08T01:49:00,COMPLETED,Preventive maintenance block for task TASK-03047,S&T,TASK-03047
BLK-02500,SEC-003,SHADOW,2025-06-06T00:00:00,2025-06-06T02:00:00,2025-06-06T00:21:00,2025-06-06T02:16:00,COMPLETED,Preventive maintenance block for task TASK-03048,S&T,TASK-03048
BLK-02501,SEC-003,SHADOW,2025-09-04T00:00:00,2025-09-04T02:00:00,2025-09-04T00:13:00,2025-09-04T02:08:00,COMPLETED,Preventive maintenance block for task TASK-03049,S&T,TASK-03049
BLK-02502,SEC-003,SHADOW,2025-12-03T00:00:00,2025-12-03T02:00:00,2025-12-02T23:48:00,2025-12-03T01:47:00,COMPLETED,Preventive maintenance block for task TASK-03050,S&T,TASK-03050
BLK-02503,SEC-003,SHADOW,2026-03-03T00:00:00,2026-03-03T02:00:00,2026-03-03T00:01:00,2026-03-03T02:04:00,COMPLETED,Preventive maintenance block for task TASK-03051,S&T,TASK-03051
BLK-02504,SEC-003,SHADOW,2026-06-01T00:00:00,2026-06-01T02:00:00,2026-06-01T00:07:00,2026-06-01T02:03:00,COMPLETED,Preventive maintenance block for task TASK-03052,S&T,TASK-03052
BLK-02505,SEC-004,SHADOW,2023-10-07T00:00:00,2023-10-07T02:00:00,2023-10-07T00:16:00,2023-10-07T02:18:00,COMPLETED,Preventive maintenance block for task TASK-03053,S&T,TASK-03053
BLK-02506,SEC-004,SHADOW,2024-01-05T00:00:00,2024-01-05T02:00:00,2024-01-04T23:47:00,2024-01-05T01:51:00,COMPLETED,Preventive maintenance block for task TASK-03054,S&T,TASK-03054
BLK-02507,SEC-004,SHADOW,2024-04-04T00:00:00,2024-04-04T02:00:00,2024-04-03T23:46:00,2024-04-04T01:41:00,COMPLETED,Preventive maintenance block for task TASK-03055,S&T,TASK-03055
BLK-02508,SEC-004,SHADOW,2024-07-03T00:00:00,2024-07-03T02:00:00,2024-07-03T00:17:00,2024-07-03T02:21:00,COMPLETED,Preventive maintenance block for task TASK-03056,S&T,TASK-03056
BLK-02509,SEC-004,SHADOW,2024-10-01T00:00:00,2024-10-01T02:00:00,2024-09-30T23:45:00,2024-10-01T01:47:00,COMPLETED,Preventive maintenance block for task TASK-03057,S&T,TASK-03057
BLK-02510,SEC-004,SHADOW,2024-12-30T00:00:00,2024-12-30T02:00:00,2024-12-30T00:30:00,2024-12-30T02:28:00,COMPLETED,Preventive maintenance block for task TASK-03058,S&T,TASK-03058
BLK-02511,SEC-004,SHADOW,2025-03-30T00:00:00,2025-03-30T02:00:00,2025-03-30T00:25:00,2025-03-30T02:30:00,COMPLETED,Preventive maintenance block for task TASK-03059,S&T,TASK-03059
BLK-02512,SEC-004,SHADOW,2025-06-28T00:00:00,2025-06-28T02:00:00,2025-06-27T23:39:00,2025-06-28T01:42:00,COMPLETED,Preventive maintenance block for task TASK-03060,S&T,TASK-03060
BLK-02513,SEC-004,SHADOW,2025-09-26T00:00:00,2025-09-26T02:00:00,2025-09-26T00:13:00,2025-09-26T02:12:00,COMPLETED,Preventive maintenance block for task TASK-03061,S&T,TASK-03061
BLK-02514,SEC-004,SHADOW,2025-12-25T00:00:00,2025-12-25T02:00:00,2025-12-24T23:35:00,2025-12-25T01:38:00,COMPLETED,Preventive maintenance block for task TASK-03062,S&T,TASK-03062
BLK-02515,SEC-004,SHADOW,2026-03-25T00:00:00,2026-03-25T02:00:00,2026-03-25T00:23:00,2026-03-25T02:21:00,COMPLETED,Preventive maintenance block for task TASK-03063,S&T,TASK-03063
BLK-02516,SEC-004,SHADOW,2026-06-23T00:00:00,2026-06-23T02:00:00,2026-06-22T23:36:00,2026-06-23T01:37:00,COMPLETED,Preventive maintenance block for task TASK-03064,S&T,TASK-03064
BLK-02517,SEC-004,SHADOW,2023-10-08T00:00:00,2023-10-08T02:00:00,2023-10-08T00:28:00,2023-10-08T02:22:00,COMPLETED,Preventive maintenance block for task TASK-03065,S&T,TASK-03065
BLK-02518,SEC-004,SHADOW,2024-01-06T00:00:00,2024-01-06T02:00:00,2024-01-05T23:31:00,2024-01-06T01:32:00,COMPLETED,Preventive maintenance block for task TASK-03066,S&T,TASK-03066
BLK-02519,SEC-004,SHADOW,2024-04-05T00:00:00,2024-04-05T02:00:00,2024-04-05T00:22:00,2024-04-05T02:25:00,COMPLETED,Preventive maintenance block for task TASK-03067,S&T,TASK-03067
BLK-02520,SEC-004,SHADOW,2024-07-04T00:00:00,2024-07-04T02:00:00,2024-07-04T00:04:00,2024-07-04T02:04:00,COMPLETED,Preventive maintenance block for task TASK-03068,S&T,TASK-03068
BLK-02521,SEC-004,SHADOW,2024-10-02T00:00:00,2024-10-02T02:00:00,2024-10-01T23:46:00,2024-10-02T01:40:00,COMPLETED,Preventive maintenance block for task TASK-03069,S&T,TASK-03069
BLK-02522,SEC-004,SHADOW,2024-12-31T00:00:00,2024-12-31T02:00:00,2024-12-30T23:44:00,2024-12-31T01:42:00,COMPLETED,Preventive maintenance block for task TASK-03070,S&T,TASK-03070
BLK-02523,SEC-004,SHADOW,2025-03-31T00:00:00,2025-03-31T02:00:00,2025-03-30T23:58:00,2025-03-31T01:53:00,COMPLETED,Preventive maintenance block for task TASK-03071,S&T,TASK-03071
BLK-02524,SEC-004,SHADOW,2025-06-29T00:00:00,2025-06-29T02:00:00,2025-06-29T00:19:00,2025-06-29T02:16:00,COMPLETED,Preventive maintenance block for task TASK-03072,S&T,TASK-03072
BLK-02525,SEC-004,SHADOW,2025-09-27T00:00:00,2025-09-27T02:00:00,2025-09-26T23:41:00,2025-09-27T01:40:00,COMPLETED,Preventive maintenance block for task TASK-03073,S&T,TASK-03073
BLK-02526,SEC-004,SHADOW,2025-12-26T00:00:00,2025-12-26T02:00:00,2025-12-25T23:46:00,2025-12-26T01:41:00,COMPLETED,Preventive maintenance block for task TASK-03074,S&T,TASK-03074
BLK-02527,SEC-004,SHADOW,2026-03-26T00:00:00,2026-03-26T02:00:00,2026-03-25T23:44:00,2026-03-26T01:47:00,COMPLETED,Preventive maintenance block for task TASK-03075,S&T,TASK-03075
BLK-02528,SEC-004,SHADOW,2026-06-24T00:00:00,2026-06-24T02:00:00,2026-06-24T00:15:00,2026-06-24T02:17:00,COMPLETED,Preventive maintenance block for task TASK-03076,S&T,TASK-03076
BLK-02529,SEC-005,SHADOW,2023-09-07T00:00:00,2023-09-07T02:00:00,2023-09-06T23:41:00,2023-09-07T01:45:00,COMPLETED,Preventive maintenance block for task TASK-03077,S&T,TASK-03077
BLK-02530,SEC-005,SHADOW,2023-12-06T00:00:00,2023-12-06T02:00:00,2023-12-06T00:21:00,2023-12-06T02:18:00,COMPLETED,Preventive maintenance block for task TASK-03078,S&T,TASK-03078
BLK-02531,SEC-005,SHADOW,2024-03-05T00:00:00,2024-03-05T02:00:00,2024-03-04T23:45:00,2024-03-05T01:40:00,COMPLETED,Preventive maintenance block for task TASK-03079,S&T,TASK-03079
BLK-02532,SEC-005,SHADOW,2024-06-03T00:00:00,2024-06-03T02:00:00,2024-06-03T00:19:00,2024-06-03T02:14:00,COMPLETED,Preventive maintenance block for task TASK-03080,S&T,TASK-03080
BLK-02533,SEC-005,SHADOW,2024-09-01T00:00:00,2024-09-01T02:00:00,2024-09-01T00:25:00,2024-09-01T02:25:00,COMPLETED,Preventive maintenance block for task TASK-03081,S&T,TASK-03081
BLK-02534,SEC-005,SHADOW,2024-11-30T00:00:00,2024-11-30T02:00:00,2024-11-30T00:06:00,2024-11-30T02:11:00,COMPLETED,Preventive maintenance block for task TASK-03082,S&T,TASK-03082
BLK-02535,SEC-005,SHADOW,2025-02-28T00:00:00,2025-02-28T02:00:00,2025-02-27T23:46:00,2025-02-28T01:44:00,COMPLETED,Preventive maintenance block for task TASK-03083,S&T,TASK-03083
BLK-02536,SEC-005,SHADOW,2025-05-29T00:00:00,2025-05-29T02:00:00,2025-05-29T00:15:00,2025-05-29T02:16:00,COMPLETED,Preventive maintenance block for task TASK-03084,S&T,TASK-03084
BLK-02537,SEC-005,SHADOW,2025-08-27T00:00:00,2025-08-27T02:00:00,2025-08-27T00:22:00,2025-08-27T02:24:00,COMPLETED,Preventive maintenance block for task TASK-03085,S&T,TASK-03085
BLK-02538,SEC-005,SHADOW,2025-11-25T00:00:00,2025-11-25T02:00:00,2025-11-24T23:57:00,2025-11-25T01:51:00,COMPLETED,Preventive maintenance block for task TASK-03086,S&T,TASK-03086
BLK-02539,SEC-005,SHADOW,2026-02-23T00:00:00,2026-02-23T02:00:00,2026-02-22T23:41:00,2026-02-23T01:44:00,COMPLETED,Preventive maintenance block for task TASK-03087,S&T,TASK-03087
BLK-02540,SEC-005,SHADOW,2026-05-24T00:00:00,2026-05-24T02:00:00,2026-05-24T00:23:00,2026-05-24T02:24:00,COMPLETED,Preventive maintenance block for task TASK-03088,S&T,TASK-03088
BLK-02541,SEC-001,TRAFFIC_BLOCK,2023-10-09T00:00:00,2023-10-09T05:00:00,2023-10-08T23:44:00,2023-10-09T04:34:00,COMPLETED,Preventive maintenance block for task TASK-03089,ENGINEERING,TASK-03089
BLK-02542,SEC-001,TRAFFIC_BLOCK,2024-10-08T00:00:00,2024-10-08T05:00:00,2024-10-07T23:57:00,2024-10-08T05:06:00,COMPLETED,Preventive maintenance block for task TASK-03090,ENGINEERING,TASK-03090
BLK-02543,SEC-001,TRAFFIC_BLOCK,2025-10-08T00:00:00,2025-10-08T05:00:00,2025-10-08T00:30:00,2025-10-08T05:37:00,COMPLETED,Preventive maintenance block for task TASK-03091,ENGINEERING,TASK-03091
BLK-02544,SEC-003,POWER_BLOCK,2023-12-12T00:00:00,2023-12-12T03:00:00,2023-12-11T23:50:00,2023-12-12T02:56:00,COMPLETED,Preventive maintenance block for task TASK-03092,TRD,TASK-03092
BLK-02545,SEC-003,POWER_BLOCK,2024-06-09T00:00:00,2024-06-09T03:00:00,2024-06-09T00:06:00,2024-06-09T03:04:00,COMPLETED,Preventive maintenance block for task TASK-03093,TRD,TASK-03093
BLK-02546,SEC-003,POWER_BLOCK,2024-12-06T00:00:00,2024-12-06T03:00:00,2024-12-05T23:49:00,2024-12-06T02:56:00,COMPLETED,Preventive maintenance block for task TASK-03094,TRD,TASK-03094
BLK-02547,SEC-003,POWER_BLOCK,2025-06-04T00:00:00,2025-06-04T03:00:00,2025-06-03T23:34:00,2025-06-04T02:42:00,COMPLETED,Preventive maintenance block for task TASK-03095,TRD,TASK-03095
BLK-02548,SEC-003,POWER_BLOCK,2025-12-01T00:00:00,2025-12-01T03:00:00,2025-12-01T00:02:00,2025-12-01T02:54:00,COMPLETED,Preventive maintenance block for task TASK-03096,TRD,TASK-03096
BLK-02549,SEC-003,POWER_BLOCK,2026-05-30T00:00:00,2026-05-30T03:00:00,2026-05-30T00:12:00,2026-05-30T03:03:00,COMPLETED,Preventive maintenance block for task TASK-03097,TRD,TASK-03097
BLK-02550,SEC-002,TRAFFIC_BLOCK,2023-11-22T00:00:00,2023-11-22T05:00:00,2023-11-22T00:17:00,2023-11-22T05:19:00,COMPLETED,Preventive maintenance block for task TASK-03098,ENGINEERING,TASK-03098
BLK-02551,SEC-002,TRAFFIC_BLOCK,2024-11-21T00:00:00,2024-11-21T05:00:00,2024-11-21T00:15:00,2024-11-21T05:02:00,COMPLETED,Preventive maintenance block for task TASK-03099,ENGINEERING,TASK-03099
BLK-02552,SEC-002,TRAFFIC_BLOCK,2025-11-21T00:00:00,2025-11-21T05:00:00,2025-11-20T23:55:00,2025-11-21T04:49:00,COMPLETED,Preventive maintenance block for task TASK-03100,ENGINEERING,TASK-03100
BLK-02553,SEC-005,SHADOW,2023-08-22T00:00:00,2023-08-22T02:00:00,2023-08-22T00:19:00,2023-08-22T02:17:00,COMPLETED,Preventive maintenance block for task TASK-03101,S&T,TASK-03101
BLK-02554,SEC-005,SHADOW,2023-11-20T00:00:00,2023-11-20T02:00:00,2023-11-19T23:57:00,2023-11-20T01:57:00,COMPLETED,Preventive maintenance block for task TASK-03102,S&T,TASK-03102
BLK-02555,SEC-005,SHADOW,2024-02-18T00:00:00,2024-02-18T02:00:00,2024-02-18T00:24:00,2024-02-18T02:24:00,COMPLETED,Preventive maintenance block for task TASK-03103,S&T,TASK-03103
BLK-02556,SEC-005,SHADOW,2024-05-18T00:00:00,2024-05-18T02:00:00,2024-05-17T23:54:00,2024-05-18T01:53:00,COMPLETED,Preventive maintenance block for task TASK-03104,S&T,TASK-03104
BLK-02557,SEC-005,SHADOW,2024-08-16T00:00:00,2024-08-16T02:00:00,2024-08-16T00:25:00,2024-08-16T02:24:00,COMPLETED,Preventive maintenance block for task TASK-03105,S&T,TASK-03105
BLK-02558,SEC-005,SHADOW,2024-11-14T00:00:00,2024-11-14T02:00:00,2024-11-13T23:52:00,2024-11-14T01:53:00,COMPLETED,Preventive maintenance block for task TASK-03106,S&T,TASK-03106
BLK-02559,SEC-005,SHADOW,2025-02-12T00:00:00,2025-02-12T02:00:00,2025-02-11T23:34:00,2025-02-12T01:39:00,COMPLETED,Preventive maintenance block for task TASK-03107,S&T,TASK-03107
BLK-02560,SEC-005,SHADOW,2025-05-13T00:00:00,2025-05-13T02:00:00,2025-05-12T23:54:00,2025-05-13T01:59:00,COMPLETED,Preventive maintenance block for task TASK-03108,S&T,TASK-03108
BLK-02561,SEC-005,SHADOW,2025-08-11T00:00:00,2025-08-11T02:00:00,2025-08-11T00:07:00,2025-08-11T02:06:00,COMPLETED,Preventive maintenance block for task TASK-03109,S&T,TASK-03109
BLK-02562,SEC-005,SHADOW,2025-11-09T00:00:00,2025-11-09T02:00:00,2025-11-09T00:17:00,2025-11-09T02:13:00,COMPLETED,Preventive maintenance block for task TASK-03110,S&T,TASK-03110
BLK-02563,SEC-005,SHADOW,2026-02-07T00:00:00,2026-02-07T02:00:00,2026-02-06T23:54:00,2026-02-07T01:51:00,COMPLETED,Preventive maintenance block for task TASK-03111,S&T,TASK-03111
BLK-02564,SEC-005,SHADOW,2026-05-08T00:00:00,2026-05-08T02:00:00,2026-05-08T00:06:00,2026-05-08T02:08:00,COMPLETED,Preventive maintenance block for task TASK-03112,S&T,TASK-03112
BLK-02565,SEC-004,TRAFFIC_BLOCK,2023-10-08T00:00:00,2023-10-08T05:00:00,2023-10-08T00:24:00,2023-10-08T05:17:00,COMPLETED,Preventive maintenance block for task TASK-03113,ENGINEERING,TASK-03113
BLK-02566,SEC-004,TRAFFIC_BLOCK,2024-10-07T00:00:00,2024-10-07T05:00:00,2024-10-07T00:12:00,2024-10-07T04:57:00,COMPLETED,Preventive maintenance block for task TASK-03114,ENGINEERING,TASK-03114
BLK-02567,SEC-004,TRAFFIC_BLOCK,2025-10-07T00:00:00,2025-10-07T05:00:00,2025-10-06T23:42:00,2025-10-07T04:53:00,COMPLETED,Preventive maintenance block for task TASK-03115,ENGINEERING,TASK-03115
BLK-02568,SEC-004,POWER_BLOCK,2023-09-24T00:00:00,2023-09-24T03:00:00,2023-09-23T23:48:00,2023-09-24T02:49:00,COMPLETED,Preventive maintenance block for task TASK-03116,TRD,TASK-03116
BLK-02569,SEC-004,POWER_BLOCK,2024-03-22T00:00:00,2024-03-22T03:00:00,2024-03-21T23:39:00,2024-03-22T02:37:00,COMPLETED,Preventive maintenance block for task TASK-03117,TRD,TASK-03117
BLK-02570,SEC-004,POWER_BLOCK,2024-09-18T00:00:00,2024-09-18T03:00:00,2024-09-18T00:01:00,2024-09-18T03:00:00,COMPLETED,Preventive maintenance block for task TASK-03118,TRD,TASK-03118
BLK-02571,SEC-004,POWER_BLOCK,2025-03-17T00:00:00,2025-03-17T03:00:00,2025-03-17T00:15:00,2025-03-17T03:22:00,COMPLETED,Preventive maintenance block for task TASK-03119,TRD,TASK-03119
BLK-02572,SEC-004,POWER_BLOCK,2025-09-13T00:00:00,2025-09-13T03:00:00,2025-09-12T23:41:00,2025-09-13T02:34:00,COMPLETED,Preventive maintenance block for task TASK-03120,TRD,TASK-03120
BLK-02573,SEC-004,POWER_BLOCK,2026-03-12T00:00:00,2026-03-12T03:00:00,2026-03-12T00:13:00,2026-03-12T03:09:00,COMPLETED,Preventive maintenance block for task TASK-03121,TRD,TASK-03121
BLK-02574,SEC-001,SHADOW,2023-08-29T00:00:00,2023-08-29T02:00:00,2023-08-29T00:21:00,2023-08-29T02:23:00,COMPLETED,Preventive maintenance block for task TASK-03122,S&T,TASK-03122
BLK-02575,SEC-001,SHADOW,2023-11-27T00:00:00,2023-11-27T02:00:00,2023-11-27T00:23:00,2023-11-27T02:22:00,COMPLETED,Preventive maintenance block for task TASK-03123,S&T,TASK-03123
BLK-02576,SEC-001,SHADOW,2024-02-25T00:00:00,2024-02-25T02:00:00,2024-02-24T23:35:00,2024-02-25T01:37:00,COMPLETED,Preventive maintenance block for task TASK-03124,S&T,TASK-03124
BLK-02577,SEC-001,SHADOW,2024-05-25T00:00:00,2024-05-25T02:00:00,2024-05-25T00:06:00,2024-05-25T02:00:00,COMPLETED,Preventive maintenance block for task TASK-03125,S&T,TASK-03125
BLK-02578,SEC-001,SHADOW,2024-08-23T00:00:00,2024-08-23T02:00:00,2024-08-22T23:46:00,2024-08-23T01:45:00,COMPLETED,Preventive maintenance block for task TASK-03126,S&T,TASK-03126
BLK-02579,SEC-001,SHADOW,2024-11-21T00:00:00,2024-11-21T02:00:00,2024-11-20T23:59:00,2024-11-21T01:56:00,COMPLETED,Preventive maintenance block for task TASK-03127,S&T,TASK-03127
BLK-02580,SEC-001,SHADOW,2025-02-19T00:00:00,2025-02-19T02:00:00,2025-02-19T00:12:00,2025-02-19T02:08:00,COMPLETED,Preventive maintenance block for task TASK-03128,S&T,TASK-03128
BLK-02581,SEC-001,SHADOW,2025-05-20T00:00:00,2025-05-20T02:00:00,2025-05-20T00:04:00,2025-05-20T02:00:00,COMPLETED,Preventive maintenance block for task TASK-03129,S&T,TASK-03129
BLK-02582,SEC-001,SHADOW,2025-08-18T00:00:00,2025-08-18T02:00:00,2025-08-17T23:50:00,2025-08-18T01:44:00,COMPLETED,Preventive maintenance block for task TASK-03130,S&T,TASK-03130
BLK-02583,SEC-001,SHADOW,2025-11-16T00:00:00,2025-11-16T02:00:00,2025-11-15T23:43:00,2025-11-16T01:39:00,COMPLETED,Preventive maintenance block for task TASK-03131,S&T,TASK-03131
BLK-02584,SEC-001,SHADOW,2026-02-14T00:00:00,2026-02-14T02:00:00,2026-02-13T23:36:00,2026-02-14T01:30:00,COMPLETED,Preventive maintenance block for task TASK-03132,S&T,TASK-03132
BLK-02585,SEC-001,SHADOW,2026-05-15T00:00:00,2026-05-15T02:00:00,2026-05-14T23:43:00,2026-05-15T01:45:00,COMPLETED,Preventive maintenance block for task TASK-03133,S&T,TASK-03133
BLK-02586,SEC-006,TRAFFIC_BLOCK,2023-09-29T00:00:00,2023-09-29T05:00:00,2023-09-28T23:43:00,2023-09-29T04:37:00,COMPLETED,Preventive maintenance block for task TASK-03134,ENGINEERING,TASK-03134
BLK-02587,SEC-006,TRAFFIC_BLOCK,2024-09-28T00:00:00,2024-09-28T05:00:00,2024-09-28T00:16:00,2024-09-28T05:07:00,COMPLETED,Preventive maintenance block for task TASK-03135,ENGINEERING,TASK-03135
BLK-02588,SEC-006,TRAFFIC_BLOCK,2025-09-28T00:00:00,2025-09-28T05:00:00,2025-09-28T00:15:00,2025-09-28T05:08:00,COMPLETED,Preventive maintenance block for task TASK-03136,ENGINEERING,TASK-03136
BLK-02589,SEC-002,SHADOW,2023-08-24T00:00:00,2023-08-24T02:00:00,2023-08-24T00:14:00,2023-08-24T02:13:00,COMPLETED,Preventive maintenance block for task TASK-03137,S&T,TASK-03137
BLK-02590,SEC-002,SHADOW,2023-11-22T00:00:00,2023-11-22T02:00:00,2023-11-22T00:08:00,2023-11-22T02:10:00,COMPLETED,Preventive maintenance block for task TASK-03138,S&T,TASK-03138
BLK-02591,SEC-002,SHADOW,2024-02-20T00:00:00,2024-02-20T02:00:00,2024-02-19T23:34:00,2024-02-20T01:38:00,COMPLETED,Preventive maintenance block for task TASK-03139,S&T,TASK-03139
BLK-02592,SEC-002,SHADOW,2024-05-20T00:00:00,2024-05-20T02:00:00,2024-05-19T23:44:00,2024-05-20T01:49:00,COMPLETED,Preventive maintenance block for task TASK-03140,S&T,TASK-03140
BLK-02593,SEC-002,SHADOW,2024-08-18T00:00:00,2024-08-18T02:00:00,2024-08-18T00:18:00,2024-08-18T02:16:00,COMPLETED,Preventive maintenance block for task TASK-03141,S&T,TASK-03141
BLK-02594,SEC-002,SHADOW,2024-11-16T00:00:00,2024-11-16T02:00:00,2024-11-16T00:10:00,2024-11-16T02:05:00,COMPLETED,Preventive maintenance block for task TASK-03142,S&T,TASK-03142
BLK-02595,SEC-002,SHADOW,2025-02-14T00:00:00,2025-02-14T02:00:00,2025-02-14T00:25:00,2025-02-14T02:22:00,COMPLETED,Preventive maintenance block for task TASK-03143,S&T,TASK-03143
BLK-02596,SEC-002,SHADOW,2025-05-15T00:00:00,2025-05-15T02:00:00,2025-05-14T23:45:00,2025-05-15T01:50:00,COMPLETED,Preventive maintenance block for task TASK-03144,S&T,TASK-03144
BLK-02597,SEC-002,SHADOW,2025-08-13T00:00:00,2025-08-13T02:00:00,2025-08-13T00:02:00,2025-08-13T02:07:00,COMPLETED,Preventive maintenance block for task TASK-03145,S&T,TASK-03145
BLK-02598,SEC-002,SHADOW,2025-11-11T00:00:00,2025-11-11T02:00:00,2025-11-10T23:50:00,2025-11-11T01:47:00,COMPLETED,Preventive maintenance block for task TASK-03146,S&T,TASK-03146
BLK-02599,SEC-002,SHADOW,2026-02-09T00:00:00,2026-02-09T02:00:00,2026-02-09T00:21:00,2026-02-09T02:19:00,COMPLETED,Preventive maintenance block for task TASK-03147,S&T,TASK-03147
BLK-02600,SEC-002,SHADOW,2026-05-10T00:00:00,2026-05-10T02:00:00,2026-05-09T23:39:00,2026-05-10T01:41:00,COMPLETED,Preventive maintenance block for task TASK-03148,S&T,TASK-03148
BLK-02601,SEC-003,SHADOW,2023-08-20T00:00:00,2023-08-20T02:00:00,2023-08-19T23:55:00,2023-08-20T02:00:00,COMPLETED,Preventive maintenance block for task TASK-03149,S&T,TASK-03149
BLK-02602,SEC-003,SHADOW,2023-11-18T00:00:00,2023-11-18T02:00:00,2023-11-18T00:06:00,2023-11-18T02:11:00,COMPLETED,Preventive maintenance block for task TASK-03150,S&T,TASK-03150
BLK-02603,SEC-003,SHADOW,2024-02-16T00:00:00,2024-02-16T02:00:00,2024-02-16T00:27:00,2024-02-16T02:29:00,COMPLETED,Preventive maintenance block for task TASK-03151,S&T,TASK-03151
BLK-02604,SEC-003,SHADOW,2024-05-16T00:00:00,2024-05-16T02:00:00,2024-05-16T00:19:00,2024-05-16T02:19:00,COMPLETED,Preventive maintenance block for task TASK-03152,S&T,TASK-03152
BLK-02605,SEC-003,SHADOW,2024-08-14T00:00:00,2024-08-14T02:00:00,2024-08-13T23:41:00,2024-08-14T01:46:00,COMPLETED,Preventive maintenance block for task TASK-03153,S&T,TASK-03153
BLK-02606,SEC-003,SHADOW,2024-11-12T00:00:00,2024-11-12T02:00:00,2024-11-11T23:52:00,2024-11-12T01:51:00,COMPLETED,Preventive maintenance block for task TASK-03154,S&T,TASK-03154
BLK-02607,SEC-003,SHADOW,2025-02-10T00:00:00,2025-02-10T02:00:00,2025-02-10T00:05:00,2025-02-10T02:04:00,COMPLETED,Preventive maintenance block for task TASK-03155,S&T,TASK-03155
BLK-02608,SEC-003,SHADOW,2025-05-11T00:00:00,2025-05-11T02:00:00,2025-05-10T23:36:00,2025-05-11T01:39:00,COMPLETED,Preventive maintenance block for task TASK-03156,S&T,TASK-03156
BLK-02609,SEC-003,SHADOW,2025-08-09T00:00:00,2025-08-09T02:00:00,2025-08-09T00:11:00,2025-08-09T02:11:00,COMPLETED,Preventive maintenance block for task TASK-03157,S&T,TASK-03157
BLK-02610,SEC-003,SHADOW,2025-11-07T00:00:00,2025-11-07T02:00:00,2025-11-06T23:57:00,2025-11-07T01:59:00,COMPLETED,Preventive maintenance block for task TASK-03158,S&T,TASK-03158
BLK-02611,SEC-003,SHADOW,2026-02-05T00:00:00,2026-02-05T02:00:00,2026-02-05T00:30:00,2026-02-05T02:27:00,COMPLETED,Preventive maintenance block for task TASK-03159,S&T,TASK-03159
BLK-02612,SEC-003,SHADOW,2026-05-06T00:00:00,2026-05-06T02:00:00,2026-05-05T23:42:00,2026-05-06T01:37:00,COMPLETED,Preventive maintenance block for task TASK-03160,S&T,TASK-03160
BLK-02613,SEC-001,TRAFFIC_BLOCK,2024-01-27T00:00:00,2024-01-27T05:00:00,2024-01-26T23:45:00,2024-01-27T04:51:00,COMPLETED,Preventive maintenance block for task TASK-03161,ENGINEERING,TASK-03161
BLK-02614,SEC-001,TRAFFIC_BLOCK,2025-01-26T00:00:00,2025-01-26T05:00:00,2025-01-25T23:36:00,2025-01-26T04:27:00,COMPLETED,Preventive maintenance block for task TASK-03162,ENGINEERING,TASK-03162
BLK-02615,SEC-001,TRAFFIC_BLOCK,2026-01-26T00:00:00,2026-01-26T05:00:00,2026-01-25T23:57:00,2026-01-26T04:45:00,COMPLETED,Preventive maintenance block for task TASK-03163,ENGINEERING,TASK-03163
BLK-02616,SEC-003,SHADOW,2023-10-08T00:00:00,2023-10-08T02:00:00,2023-10-07T23:59:00,2023-10-08T02:01:00,COMPLETED,Preventive maintenance block for task TASK-03164,S&T,TASK-03164
