forecast_id,section_id,forecast_date,forecast_hour,estimated_goods_trains_count,confidence_score,generated_at
FC-007846,SEC-003,2026-06-26,21,1,0.72,2026-06-25T12:00:00
FC-007847,SEC-003,2026-06-26,22,1,0.85,2026-06-25T12:00:00
FC-007848,SEC-003,2026-06-26,23,0,0.71,2026-06-25T12:00:00
FC-007849,SEC-004,2026-06-26,0,1,0.79,2026-06-25T12:00:00
FC-007850,SEC-004,2026-06-26,1,3,0.75,2026-06-25T12:00:00
FC-007851,SEC-004,2026-06-26,2,2,0.89,2026-06-25T12:00:00
FC-007852,SEC-004,2026-06-26,3,3,0.94,2026-06-25T12:00:00
FC-007853,SEC-004,2026-06-26,4,4,0.71,2026-06-25T12:00:00
FC-007854,SEC-004,2026-06-26,5,0,0.74,2026-06-25T12:00:00
FC-007855,SEC-004,2026-06-26,6,0,0.88,2026-06-25T12:00:00
FC-007856,SEC-004,2026-06-26,7,0,0.79,2026-06-25T12:00:00
FC-007857,SEC-004,2026-06-26,8,3,0.83,2026-06-25T12:00:00
FC-007858,SEC-004,2026-06-26,9,0,0.7,2026-06-25T12:00:00
FC-007859,SEC-004,2026-06-26,10,0,0.73,2026-06-25T12:00:00
FC-007860,SEC-004,2026-06-26,11,0,0.92,2026-06-25T12:00:00
FC-007861,SEC-004,2026-06-26,12,0,0.84,2026-06-25T12:00:00
FC-007862,SEC-004,2026-06-26,13,0,0.9,2026-06-25T12:00:00
FC-007863,SEC-004,2026-06-26,14,0,0.93,2026-06-25T12:00:00
FC-007864,SEC-004,2026-06-26,15,1,0.86,2026-06-25T12:00:00
FC-007865,SEC-004,2026-06-26,16,0,0.86,2026-06-25T12:00:00
FC-007866,SEC-004,2026-06-26,17,0,0.83,2026-06-25T12:00:00
FC-007867,SEC-004,2026-06-26,18,2,0.84,2026-06-25T12:00:00
FC-007868,SEC-004,2026-06-26,19,1,0.76,2026-06-25T12:00:00
FC-007869,SEC-004,2026-06-26,20,2,0.74,2026-06-25T12:00:00
FC-007870,SEC-004,2026-06-26,21,0,0.9,2026-06-25T12:00:00
FC-007871,SEC-004,2026-06-26,22,0,0.92,2026-06-25T12:00:00
FC-007872,SEC-004,2026-06-26,23,0,0.9,2026-06-25T12:00:00
FC-007873,SEC-005,2026-06-26,0,1,0.86,2026-06-25T12:00:00
FC-007874,SEC-005,2026-06-26,1,1,0.82,2026-06-25T12:00:00
FC-007875,SEC-005,2026-06-26,2,5,0.79,2026-06-25T12:00:00
FC-007876,SEC-005,2026-06-26,3,3,0.81,2026-06-25T12:00:00
FC-007877,SEC-005,2026-06-26,4,2,0.75,2026-06-25T12:00:00
FC-007878,SEC-005,2026-06-26,5,0,0.9,2026-06-25T12:00:00
FC-007879,SEC-005,2026-06-26,6,0,0.87,2026-06-25T12:00:00
FC-007880,SEC-005,2026-06-26,7,1,0.77,2026-06-25T12:00:00
FC-007881,SEC-005,2026-06-26,8,1,0.79,2026-06-25T12:00:00
FC-007882,SEC-005,2026-06-26,9,0,0.93,2026-06-25T12:00:00
FC-007883,SEC-005,2026-06-26,10,0,0.82,2026-06-25T12:00:00
FC-007884,SEC-005,2026-06-26,11,0,0.93,2026-06-25T12:00:00
FC-007885,SEC-005,2026-06-26,12,0,0.8,2026-06-25T12:00:00
FC-007886,SEC-005,2026-06-26,13,0,0.73,2026-06-25T12:00:00
FC-007887,SEC-005,2026-06-26,14,0,0.75,2026-06-25T12:00:00
FC-007888,SEC-005,2026-06-26,15,1,0.95,2026-06-25T12:00:00
FC-007889,SEC-005,2026-06-26,16,0,0.88,2026-06-25T12:00:00
FC-007890,SEC-005,2026-06-26,17,0,0.75,2026-06-25T12:00:00
FC-007891,SEC-005,2026-06-26,18,0,0.7,2026-06-25T12:00:00
FC-007892,SEC-005,2026-06-26,19,0,0.93,2026-06-25T12:00:00
FC-007893,SEC-005,2026-06-26,20,1,0.94,2026-06-25T12:00:00
FC-007894,SEC-005,2026-06-26,21,1,0.9,2026-06-25T12:00:00
FC-007895,SEC-005,2026-06-26,22,2,0.77,2026-06-25T12:00:00
FC-007896,SEC-005,2026-06-26,23,3,0.81,2026-06-25T12:00:00
FC-007897,SEC-006,2026-06-26,0,0,0.94,2026-06-25T12:00:00
FC-007898,SEC-006,2026-06-26,1,3,0.76,2026-06-25T12:00:00
FC-007899,SEC-006,2026-06-26,2,2,0.87,2026-06-25T12:00:00
FC-007900,SEC-006,2026-06-26,3,1,0.7,2026-06-25T12:00:00
FC-007901,SEC-006,2026-06-26,4,1,0.83,2026-06-25T12:00:00
FC-007902,SEC-006,2026-06-26,5,1,0.74,2026-06-25T12:00:00
FC-007903,SEC-006,2026-06-26,6,1,0.87,2026-06-25T12:00:00
FC-007904,SEC-006,2026-06-26,7,0,0.71,2026-06-25T12:00:00
FC-007905,SEC-006,2026-06-26,8,0,0.77,2026-06-25T12:00:00
FC-007906,SEC-006,2026-06-26,9,0,0.88,2026-06-25T12:00:00
FC-007907,SEC-006,2026-06-26,10,1,0.78,2026-06-25T12:00:00
FC-007908,SEC-006,2026-06-26,11,2,0.79,2026-06-25T12:00:00
FC-007909,SEC-006,2026-06-26,12,0,0.74,2026-06-25T12:00:00
FC-007910,SEC-006,2026-06-26,13,1,0.76,2026-06-25T12:00:00
FC-007911,SEC-006,2026-06-26,14,0,0.86,2026-06-25T12:00:00
FC-007912,SEC-006,2026-06-26,15,0,0.83,2026-06-25T12:00:00
FC-007913,SEC-006,2026-06-26,16,0,0.82,2026-06-25T12:00:00
FC-007914,SEC-006,2026-06-26,17,1,0.76,2026-06-25T12:00:00
FC-007915,SEC-006,2026-06-26,18,0,0.72,2026-06-25T12:00:00
FC-007916,SEC-006,2026-06-26,19,1,0.85,2026-06-25T12:00:00
FC-007917,SEC-006,2026-06-26,20,2,0.76,2026-06-25T12:00:00
FC-007918,SEC-006,2026-06-26,21,0,0.84,2026-06-25T12:00:00
FC-007919,SEC-006,2026-06-26,22,1,0.79,2026-06-25T12:00:00
FC-007920,SEC-006,2026-06-26,23,0,0.77,2026-06-25T12:00:00
FC-007921,SEC-001,2026-06-27,0,5,0.9,2026-06-26T12:00:00
FC-007922,SEC-001,2026-06-27,1,0,0.91,2026-06-26T12:00:00
FC-007923,SEC-001,2026-06-27,2,1,0.85,2026-06-26T12:00:00
FC-007924,SEC-001,2026-06-27,3,2,0.88,2026-06-26T12:00:00
FC-007925,SEC-001,2026-06-27,4,2,0.89,2026-06-26T12:00:00
FC-007926,SEC-001,2026-06-27,5,1,0.85,2026-06-26T12:00:00
FC-007927,SEC-001,2026-06-27,6,0,0.76,2026-06-26T12:00:00
FC-007928,SEC-001,2026-06-27,7,1,0.92,2026-06-26T12:00:00
FC-007929,SEC-001,2026-06-27,8,0,0.83,2026-06-26T12:00:00
FC-007930,SEC-001,2026-06-27,9,0,0.91,2026-06-26T12:00:00
FC-007931,SEC-001,2026-06-27,10,0,0.91,2026-06-26T12:00:00
FC-007932,SEC-001,2026-06-27,11,0,0.93,2026-06-26T12:00:00
FC-007933,SEC-001,2026-06-27,12,2,0.71,2026-06-26T12:00:00
FC-007934,SEC-001,2026-06-27,13,1,0.88,2026-06-26T12:00:00
FC-007935,SEC-001,2026-06-27,14,1,0.79,2026-06-26T12:00:00
FC-007936,SEC-001,2026-06-27,15,0,0.88,2026-06-26T12:00:00
FC-007937,SEC-001,2026-06-27,16,1,0.76,2026-06-26T12:00:00
FC-007938,SEC-001,2026-06-27,17,2,0.84,2026-06-26T12:00:00
FC-007939,SEC-001,2026-06-27,18,0,0.86,2026-06-26T12:00:00
FC-007940,SEC-001,2026-06-27,19,0,0.88,2026-06-26T12:00:00
FC-007941,SEC-001,2026-06-27,20,1,0.84,2026-06-26T12:00:00
FC-007942,SEC-001,2026-06-27,21,0,0.79,2026-06-26T12:00:00
FC-007943,SEC-001,2026-06-27,22,4,0.79,2026-06-26T12:00:00
FC-007944,SEC-001,2026-06-27,23,1,0.89,2026-06-26T12:00:00
FC-007945,SEC-002,2026-06-27,0,2,0.94,2026-06-26T12:00:00
FC-007946,SEC-002,2026-06-27,1,0,0.9,2026-06-26T12:00:00
FC-007947,SEC-002,2026-06-27,2,0,0.94,2026-06-26T12:00:00
FC-007948,SEC-002,2026-06-27,3,2,0.92,2026-06-26T12:00:00
FC-007949,SEC-002,2026-06-27,4,2,0.88,2026-06-26T12:00:00
FC-007950,SEC-002,2026-06-27,5,0,0.75,2026-06-26T12:00:00
FC-007951,SEC-002,2026-06-27,6,0,0.71,2026-06-26T12:00:00
FC-007952,SEC-002,2026-06-27,7,0,0.83,2026-06-26T12:00:00
FC-007953,SEC-002,2026-06-27,8,1,0.85,2026-06-26T12:00:00
FC-007954,SEC-002,2026-06-27,9,0,0.8,2026-06-26T12:00:00
FC-007955,SEC-002,2026-06-27,10,0,0.94,2026-06-26T12:00:00
FC-007956,SEC-002,2026-06-27,11,0,0.77,2026-06-26T12:00:00
FC-007957,SEC-002,2026-06-27,12,1,0.91,2026-06-26T12:00:00
FC-007958,SEC-002,2026-06-27,13,0,0.83,2026-06-26T12:00:00
FC-007959,SEC-002,2026-06-27,14,0,0.86,2026-06-26T12:00:00
FC-007960,SEC-002,2026-06-27,15,0,0.92,2026-06-26T12:00:00
FC-007961,SEC-002,2026-06-27,16,1,0.77,2026-06-26T12:00:00
FC-007962,SEC-002,2026-06-27,17,0,0.75,2026-06-26T12:00:00
FC-007963,SEC-002,2026-06-27,18,0,0.89,2026-06-26T12:00:00
FC-007964,SEC-002,2026-06-27,19,1,0.9,2026-06-26T12:00:00
FC-007965,SEC-002,2026-06-27,20,0,0.83,2026-06-26T12:00:00
FC-007966,SEC-002,2026-06-27,21,0,0.95,2026-06-26T12:00:00
FC-007967,SEC-002,2026-06-27,22,2,0.93,2026-06-26T12:00:00
FC-007968,SEC-002,2026-06-27,23,0,0.79,2026-06-26T12:00:00
FC-007969,SEC-003,2026-06-27,0,1,0.93,2026-06-26T12:00:00
FC-007970,SEC-003,2026-06-27,1,3,0.8,2026-06-26T12:00:00
FC-007971,SEC-003,2026-06-27,2,3,0.76,2026-06-26T12:00:00
FC-007972,SEC-003,2026-06-27,3,2,0.9,2026-06-26T12:00:00
FC-007973,SEC-003,2026-06-27,4,0,0.86,2026-06-26T12:00:00
FC-007974,SEC-003,2026-06-27,5,0,0.93,2026-06-26T12:00:00
FC-007975,SEC-003,2026-06-27,6,1,0.87,2026-06-26T12:00:00
FC-007976,SEC-003,2026-06-27,7,2,0.82,2026-06-26T12:00:00
FC-007977,SEC-003,2026-06-27,8,0,0.71,2026-06-26T12:00:00
FC-007978,SEC-003,2026-06-27,9,0,0.9,2026-06-26T12:00:00
FC-007979,SEC-003,2026-06-27,10,0,0.89,2026-06-26T12:00:00
FC-007980,SEC-003,2026-06-27,11,1,0.94,2026-06-26T12:00:00
FC-007981,SEC-003,2026-06-27,12,2,0.86,2026-06-26T12:00:00
FC-007982,SEC-003,2026-06-27,13,0,0.9,2026-06-26T12:00:00
FC-007983,SEC-003,2026-06-27,14,1,0.84,2026-06-26T12:00:00
FC-007984,SEC-003,2026-06-27,15,1,0.79,2026-06-26T12:00:00
FC-007985,SEC-003,2026-06-27,16,0,0.87,2026-06-26T12:00:00
FC-007986,SEC-003,2026-06-27,17,0,0.88,2026-06-26T12:00:00
FC-007987,SEC-003,2026-06-27,18,0,0.76,2026-06-26T12:00:00
FC-007988,SEC-003,2026-06-27,19,0,0.9,2026-06-26T12:00:00
FC-007989,SEC-003,2026-06-27,20,0,0.85,2026-06-26T12:00:00
FC-007990,SEC-003,2026-06-27,21,0,0.79,2026-06-26T12:00:00
FC-007991,SEC-003,2026-06-27,22,2,0.75,2026-06-26T12:00:00
FC-007992,SEC-003,2026-06-27,23,2,0.77,2026-06-26T12:00:00
FC-007993,SEC-004,2026-06-27,0,3,0.73,2026-06-26T12:00:00
FC-007994,SEC-004,2026-06-27,1,2,0.84,2026-06-26T12:00:00
FC-007995,SEC-004,2026-06-27,2,1,0.84,2026-06-26T12:00:00
FC-007996,SEC-004,2026-06-27,3,1,0.76,2026-06-26T12:00:00
FC-007997,SEC-004,2026-06-27,4,1,0.84,2026-06-26T12:00:00
FC-007998,SEC-004,2026-06-27,5,0,0.72,2026-06-26T12:00:00
FC-007999,SEC-004,2026-06-27,6,0,0.83,2026-06-26T12:00:00
FC-008000,SEC-004,2026-06-27,7,0,0.75,2026-06-26T12:00:00
FC-008001,SEC-004,2026-06-27,8,0,0.89,2026-06-26T12:00:00
FC-008002,SEC-004,2026-06-27,9,1,0.71,2026-06-26T12:00:00
FC-008003,SEC-004,2026-06-27,10,0,0.83,2026-06-26T12:00:00
FC-008004,SEC-004,2026-06-27,11,0,0.82,2026-06-26T12:00:00
FC-008005,SEC-004,2026-06-27,12,0,0.89,2026-06-26T12:00:00
FC-008006,SEC-004,2026-06-27,13,1,0.8,2026-06-26T12:00:00
FC-008007,SEC-004,2026-06-27,14,1,0.85,2026-06-26T12:00:00
FC-008008,SEC-004,2026-06-27,15,2,0.76,2026-06-26T12:00:00
FC-008009,SEC-004,2026-06-27,16,0,0.79,2026-06-26T12:00:00
FC-008010,SEC-004,2026-06-27,17,0,0.84,2026-06-26T12:00:00
FC-008011,SEC-004,2026-06-27,18,0,0.77,2026-06-26T12:00:00
FC-008012,SEC-004,2026-06-27,19,0,0.72,2026-06-26T12:00:00
FC-008013,SEC-004,2026-06-27,20,0,0.78,2026-06-26T12:00:00
FC-008014,SEC-004,2026-06-27,21,2,0.82,2026-06-26T12:00:00
FC-008015,SEC-004,2026-06-27,22,2,0.77,2026-06-26T12:00:00
FC-008016,SEC-004,2026-06-27,23,3,0.87,2026-06-26T12:00:00
FC-008017,SEC-005,2026-06-27,0,2,0.93,2026-06-26T12:00:00
FC-008018,SEC-005,2026-06-27,1,0,0.87,2026-06-26T12:00:00
FC-008019,SEC-005,2026-06-27,2,2,0.89,2026-06-26T12:00:00
FC-008020,SEC-005,2026-06-27,3,1,0.94,2026-06-26T12:00:00
FC-008021,SEC-005,2026-06-27,4,2,0.89,2026-06-26T12:00:00
FC-008022,SEC-005,2026-06-27,5,0,0.88,2026-06-26T12:00:00
FC-008023,SEC-005,2026-06-27,6,1,0.71,2026-06-26T12:00:00
FC-008024,SEC-005,2026-06-27,7,2,0.8,2026-06-26T12:00:00
FC-008025,SEC-005,2026-06-27,8,0,0.75,2026-06-26T12:00:00
FC-008026,SEC-005,2026-06-27,9,1,0.73,2026-06-26T12:00:00
FC-008027,SEC-005,2026-06-27,10,0,0.93,2026-06-26T12:00:00
FC-008028,SEC-005,2026-06-27,11,1,0.91,2026-06-26T12:00:00
FC-008029,SEC-005,2026-06-27,12,1,0.81,2026-06-26T12:00:00
FC-008030,SEC-005,2026-06-27,13,0,0.93,2026-06-26T12:00:00
FC-008031,SEC-005,2026-06-27,14,0,0.71,2026-06-26T12:00:00
FC-008032,SEC-005,2026-06-27,15,1,0.93,2026-06-26T12:00:00
FC-008033,SEC-005,2026-06-27,16,0,0.79,2026-06-26T12:00:00
FC-008034,SEC-005,2026-06-27,17,1,0.89,2026-06-26T12:00:00
FC-008035,SEC-005,2026-06-27,18,4,0.87,2026-06-26T12:00:00
FC-008036,SEC-005,2026-06-27,19,0,0.94,2026-06-26T12:00:00
FC-008037,SEC-005,2026-06-27,20,1,0.84,2026-06-26T12:00:00
FC-008038,SEC-005,2026-06-27,21,0,0.8,2026-06-26T12:00:00
FC-008039,SEC-005,2026-06-27,22,3,0.91,2026-06-26T12:00:00
FC-008040,SEC-005,2026-06-27,23,1,0.78,2026-06-26T12:00:00
FC-008041,SEC-006,2026-06-27,0,3,0.84,2026-06-26T12:00:00
FC-008042,SEC-006,2026-06-27,1,4,0.8,2026-06-26T12:00:00
FC-008043,SEC-006,2026-06-27,2,2,0.82,2026-06-26T12:00:00
FC-008044,SEC-006,2026-06-27,3,1,0.75,2026-06-26T12:00:00
FC-008045,SEC-006,2026-06-27,4,1,0.91,2026-06-26T12:00:00
FC-008046,SEC-006,2026-06-27,5,1,0.71,2026-06-26T12:00:00
FC-008047,SEC-006,2026-06-27,6,0,0.93,2026-06-26T12:00:00
FC-008048,SEC-006,2026-06-27,7,0,0.92,2026-06-26T12:00:00
FC-008049,SEC-006,2026-06-27,8,0,0.73,2026-06-26T12:00:00
FC-008050,SEC-006,2026-06-27,9,1,0.87,2026-06-26T12:00:00
FC-008051,SEC-006,2026-06-27,10,0,0.74,2026-06-26T12:00:00
FC-008052,SEC-006,2026-06-27,11,1,0.78,2026-06-26T12:00:00
FC-008053,SEC-006,2026-06-27,12,0,0.81,2026-06-26T12:00:00
FC-008054,SEC-006,2026-06-27,13,1,0.79,2026-06-26T12:00:00
FC-008055,SEC-006,2026-06-27,14,0,0.77,2026-06-26T12:00:00
FC-008056,SEC-006,2026-06-27,15,1,0.85,2026-06-26T12:00:00
FC-008057,SEC-006,2026-06-27,16,0,0.94,2026-06-26T12:00:00
FC-008058,SEC-006,2026-06-27,17,0,0.91,2026-06-26T12:00:00
FC-008059,SEC-006,2026-06-27,18,0,0.77,2026-06-26T12:00:00
FC-008060,SEC-006,2026-06-27,19,0,0.77,2026-06-26T12:00:00
FC-008061,SEC-006,2026-06-27,20,0,0.88,2026-06-26T12:00:00
FC-008062,SEC-006,2026-06-27,21,1,0.84,2026-06-26T12:00:00
FC-008063,SEC-006,2026-06-27,22,3,0.79,2026-06-26T12:00:00
FC-008064,SEC-006,2026-06-27,23,4,0.85,2026-06-26T12:00:00
FC-008065,SEC-001,2026-06-28,0,2,0.8,2026-06-27T12:00:00
FC-008066,SEC-001,2026-06-28,1,3,0.75,2026-06-27T12:00:00
FC-008067,SEC-001,2026-06-28,2,4,0.74,2026-06-27T12:00:00
FC-008068,SEC-001,2026-06-28,3,1,0.89,2026-06-27T12:00:00
FC-008069,SEC-001,2026-06-28,4,3,0.94,2026-06-27T12:00:00
FC-008070,SEC-001,2026-06-28,5,0,0.9,2026-06-27T12:00:00
FC-008071,SEC-001,2026-06-28,6,1,0.93,2026-06-27T12:00:00
FC-008072,SEC-001,2026-06-28,7,1,0.91,2026-06-27T12:00:00
FC-008073,SEC-001,2026-06-28,8,1,0.85,2026-06-27T12:00:00
FC-008074,SEC-001,2026-06-28,9,0,0.71,2026-06-27T12:00:00
FC-008075,SEC-001,2026-06-28,10,0,0.74,2026-06-27T12:00:00
FC-008076,SEC-001,2026-06-28,11,0,0.75,2026-06-27T12:00:00
FC-008077,SEC-001,2026-06-28,12,1,0.73,2026-06-27T12:00:00
FC-008078,SEC-001,2026-06-28,13,0,0.79,2026-06-27T12:00:00
FC-008079,SEC-001,2026-06-28,14,0,0.8,2026-06-27T12:00:00
FC-008080,SEC-001,2026-06-28,15,0,0.94,2026-06-27T12:00:00
FC-008081,SEC-001,2026-06-28,16,2,0.75,2026-06-27T12:00:00
FC-008082,SEC-001,2026-06-28,17,1,0.87,2026-06-27T12:00:00
FC-008083,SEC-001,2026-06-28,18,1,0.83,2026-06-27T12:00:00
FC-008084,SEC-001,2026-06-28,19,1,0.77,2026-06-27T12:00:00
FC-008085,SEC-001,2026-06-28,20,1,0.88,2026-06-27T12:00:00
FC-008086,SEC-001,2026-06-28,21,0,0.76,2026-06-27T12:00:00
FC-008087,SEC-001,2026-06-28,22,1,0.93,2026-06-27T12:00:00
FC-008088,SEC-001,2026-06-28,23,3,0.9,2026-06-27T12:00:00
FC-008089,SEC-002,2026-06-28,0,0,0.75,2026-06-27T12:00:00
FC-008090,SEC-002,2026-06-28,1,4,0.77,2026-06-27T12:00:00
FC-008091,SEC-002,2026-06-28,2,3,0.87,2026-06-27T12:00:00
FC-008092,SEC-002,2026-06-28,3,0,0.89,2026-06-27T12:00:00
FC-008093,SEC-002,2026-06-28,4,1,0.93,2026-06-27T12:00:00
FC-008094,SEC-002,2026-06-28,5,0,0.94,2026-06-27T12:00:00
FC-008095,SEC-002,2026-06-28,6,0,0.89,2026-06-27T12:00:00
FC-008096,SEC-002,2026-06-28,7,0,0.88,2026-06-27T12:00:00
FC-008097,SEC-002,2026-06-28,8,0,0.73,2026-06-27T12:00:00
FC-008098,SEC-002,2026-06-28,9,1,0.73,2026-06-27T12:00:00
FC-008099,SEC-002,2026-06-28,10,1,0.84,2026-06-27T12:00:00
FC-008100,SEC-002,2026-06-28,11,0,0.93,2026-06-27T12:00:00
FC-008101,SEC-002,2026-06-28,12,0,0.85,2026-06-27T12:00:00
FC-008102,SEC-002,2026-06-28,13,0,0.89,2026-06-27T12:00:00
FC-008103,SEC-002,2026-06-28,14,0,0.95,2026-06-27T12:00:00
FC-008104,SEC-002,2026-06-28,15,0,0.94,2026-06-27T12:00:00
FC-008105,SEC-002,2026-06-28,16,1,0.83,2026-06-27T12:00:00
FC-008106,SEC-002,2026-06-28,17,1,0.72,2026-06-27T12:00:00
FC-008107,SEC-002,2026-06-28,18,0,0.77,2026-06-27T12:00:00
FC-008108,SEC-002,2026-06-28,19,2,0.93,2026-06-27T12:00:00
FC-008109,SEC-002,2026-06-28,20,0,0.81,2026-06-27T12:00:00
FC-008110,SEC-002,2026-06-28,21,0,0.82,2026-06-27T12:00:00
FC-008111,SEC-002,2026-06-28,22,1,0.73,2026-06-27T12:00:00
FC-008112,SEC-002,2026-06-28,23,0,0.75,2026-06-27T12:00:00
FC-008113,SEC-003,2026-06-28,0,1,0.87,2026-06-27T12:00:00
FC-008114,SEC-003,2026-06-28,1,2,0.85,2026-06-27T12:00:00
FC-008115,SEC-003,2026-06-28,2,4,0.75,2026-06-27T12:00:00
FC-008116,SEC-003,2026-06-28,3,3,0.71,2026-06-27T12:00:00
FC-008117,SEC-003,2026-06-28,4,1,0.9,2026-06-27T12:00:00
FC-008118,SEC-003,2026-06-28,5,0,0.74,2026-06-27T12:00:00
FC-008119,SEC-003,2026-06-28,6,0,0.88,2026-06-27T12:00:00
FC-008120,SEC-003,2026-06-28,7,0,0.82,2026-06-27T12:00:00
FC-008121,SEC-003,2026-06-28,8,0,0.89,2026-06-27T12:00:00
FC-008122,SEC-003,2026-06-28,9,1,0.92,2026-06-27T12:00:00
FC-008123,SEC-003,2026-06-28,10,0,0.73,2026-06-27T12:00:00
FC-008124,SEC-003,2026-06-28,11,0,0.83,2026-06-27T12:00:00
FC-008125,SEC-003,2026-06-28,12,1,0.84,2026-06-27T12:00:00
FC-008126,SEC-003,2026-06-28,13,0,0.84,2026-06-27T12:00:00
FC-008127,SEC-003,2026-06-28,14,0,0.84,2026-06-27T12:00:00
FC-008128,SEC-003,2026-06-28,15,1,0.87,2026-06-27T12:00:00
FC-008129,SEC-003,2026-06-28,16,0,0.77,2026-06-27T12:00:00
FC-008130,SEC-003,2026-06-28,17,0,0.89,2026-06-27T12:00:00
FC-008131,SEC-003,2026-06-28,18,0,0.88,2026-06-27T12:00:00
FC-008132,SEC-003,2026-06-28,19,0,0.77,2026-06-27T12:00:00
FC-008133,SEC-003,2026-06-28,20,0,0.91,2026-06-27T12:00:00
FC-008134,SEC-003,2026-06-28,21,0,0.81,2026-06-27T12:00:00
FC-008135,SEC-003,2026-06-28,22,0,0.88,2026-06-27T12:00:00
FC-008136,SEC-003,2026-06-28,23,4,0.71,2026-06-27T12:00:00
FC-008137,SEC-004,2026-06-28,0,3,0.83,2026-06-27T12:00:00
FC-008138,SEC-004,2026-06-28,1,5,0.93,2026-06-27T12:00:00
FC-008139,SEC-004,2026-06-28,2,3,0.78,2026-06-27T12:00:00
FC-008140,SEC-004,2026-06-28,3,3,0.84,2026-06-27T12:00:00
FC-008141,SEC-004,2026-06-28,4,1,0.88,2026-06-27T12:00:00
FC-008142,SEC-004,2026-06-28,5,0,0.89,2026-06-27T12:00:00
FC-008143,SEC-004,2026-06-28,6,1,0.82,2026-06-27T12:00:00
FC-008144,SEC-004,2026-06-28,7,1,0.86,2026-06-27T12:00:00
FC-008145,SEC-004,2026-06-28,8,0,0.75,2026-06-27T12:00:00
FC-008146,SEC-004,2026-06-28,9,1,0.86,2026-06-27T12:00:00
FC-008147,SEC-004,2026-06-28,10,0,0.72,2026-06-27T12:00:00
FC-008148,SEC-004,2026-06-28,11,0,0.93,2026-06-27T12:00:00
FC-008149,SEC-004,2026-06-28,12,0,0.89,2026-06-27T12:00:00
FC-008150,SEC-004,2026-06-28,13,0,0.9,2026-06-27T12:00:00
FC-008151,SEC-004,2026-06-28,14,0,0.89,2026-06-27T12:00:00
FC-008152,SEC-004,2026-06-28,15,0,0.84,2026-06-27T12:00:00
FC-008153,SEC-004,2026-06-28,16,0,0.74,2026-06-27T12:00:00
FC-008154,SEC-004,2026-06-28,17,0,0.7,2026-06-27T12:00:00
FC-008155,SEC-004,2026-06-28,18,1,0.85,2026-06-27T12:00:00
FC-008156,SEC-004,2026-06-28,19,1,0.79,2026-06-27T12:00:00
FC-008157,SEC-004,2026-06-28,20,1,0.76,2026-06-27T12:00:00
FC-008158,SEC-004,2026-06-28,21,0,0.85,2026-06-27T12:00:00
FC-008159,SEC-004,2026-06-28,22,1,0.83,2026-06-27T12:00:00
FC-008160,SEC-004,2026-06-28,23,0,0.8,2026-06-27T12:00:00
FC-008161,SEC-005,2026-06-28,0,2,0.82,2026-06-27T12:00:00
FC-008162,SEC-005,2026-06-28,1,0,0.78,2026-06-27T12:00:00
FC-008163,SEC-005,2026-06-28,2,1,0.81,2026-06-27T12:00:00
FC-008164,SEC-005,2026-06-28,3,1,0.76,2026-06-27T12:00:00
FC-008165,SEC-005,2026-06-28,4,3,0.83,2026-06-27T12:00:00
FC-008166,SEC-005,2026-06-28,5,0,0.8,2026-06-27T12:00:00
FC-008167,SEC-005,2026-06-28,6,0,0.83,2026-06-27T12:00:00
FC-008168,SEC-005,2026-06-28,7,0,0.78,2026-06-27T12:00:00
FC-008169,SEC-005,2026-06-28,8,1,0.79,2026-06-27T12:00:00
FC-008170,SEC-005,2026-06-28,9,0,0.86,2026-06-27T12:00:00
FC-008171,SEC-005,2026-06-28,10,0,0.89,2026-06-27T12:00:00
FC-008172,SEC-005,2026-06-28,11,0,0.91,2026-06-27T12:00:00
FC-008173,SEC-005,2026-06-28,12,0,0.87,2026-06-27T12:00:00
FC-008174,SEC-005,2026-06-28,13,1,0.9,2026-06-27T12:00:00
FC-008175,SEC-005,2026-06-28,14,0,0.95,2026-06-27T12:00:00
FC-008176,SEC-005,2026-06-28,15,1,0.95,2026-06-27T12:00:00
FC-008177,SEC-005,2026-06-28,16,1,0.75,2026-06-27T12:00:00
FC-008178,SEC-005,2026-06-28,17,0,0.92,2026-06-27T12:00:00
FC-008179,SEC-005,2026-06-28,18,1,0.82,2026-06-27T12:00:00
FC-008180,SEC-005,2026-06-28,19,1,0.75,2026-06-27T12:00:00
FC-008181,SEC-005,2026-06-28,20,1,0.74,2026-06-27T12:00:00
FC-008182,SEC-005,2026-06-28,21,2,0.8,2026-06-27T12:00:00
FC-008183,SEC-005,2026-06-28,22,1,0.78,2026-06-27T12:00:00
FC-008184,SEC-005,2026-06-28,23,2,0.71,2026-06-27T12:00:00
FC-008185,SEC-006,2026-06-28,0,2,0.72,2026-06-27T12:00:00
FC-008186,SEC-006,2026-06-28,1,2,0.86,2026-06-27T12:00:00
FC-008187,SEC-006,2026-06-28,2,2,0.78,2026-06-27T12:00:00
FC-008188,SEC-006,2026-06-28,3,1,0.84,2026-06-27T12:00:00
FC-008189,SEC-006,2026-06-28,4,2,0.94,2026-06-27T12:00:00
FC-008190,SEC-006,2026-06-28,5,0,0.89,2026-06-27T12:00:00
FC-008191,SEC-006,2026-06-28,6,1,0.74,2026-06-27T12:00:00
FC-008192,SEC-006,2026-06-28,7,0,0.83,2026-06-27T12:00:00
FC-008193,SEC-006,2026-06-28,8,0,0.74,2026-06-27T12:00:00
