history_id,task_id,actual_start,actual_end,work_done,completion_status,actual_duration_minutes,team_lead
HIST-02329,TASK-02372,2025-02-11T00:23:00,2025-02-11T02:28:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-102
HIST-02330,TASK-02373,2025-05-11T23:58:00,2025-05-12T01:55:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-302
HIST-02331,TASK-02374,2025-08-09T23:35:00,2025-08-10T01:40:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-102
HIST-02332,TASK-02375,2025-11-07T23:57:00,2025-11-08T01:56:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-301 (OHE Gang)
HIST-02333,TASK-02376,2026-02-05T23:31:00,2026-02-06T01:36:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-302
HIST-02334,TASK-02377,2026-05-07T00:20:00,2026-05-07T02:14:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,114,T-201 (Signal Staff)
HIST-02356,TASK-02399,2023-09-17T00:28:00,2023-09-17T02:23:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,115,T-102
HIST-02357,TASK-02400,2023-12-15T23:30:00,2023-12-16T01:31:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-202
HIST-02358,TASK-02401,2024-03-14T23:31:00,2024-03-15T01:31:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-301 (OHE Gang)
HIST-02359,TASK-02402,2024-06-13T00:01:00,2024-06-13T02:03:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-202
HIST-02360,TASK-02403,2024-09-11T00:21:00,2024-09-11T02:24:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,123,T-101 (Engineering Gang)
HIST-02361,TASK-02404,2024-12-10T00:26:00,2024-12-10T02:24:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,118,T-101 (Engineering Gang)
HIST-02362,TASK-02405,2025-03-10T00:06:00,2025-03-10T02:00:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,114,T-102
HIST-02363,TASK-02406,2025-06-07T23:46:00,2025-06-08T01:43:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-202
HIST-02364,TASK-02407,2025-09-05T23:33:00,2025-09-06T01:30:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-202
HIST-02365,TASK-02408,2025-12-04T23:48:00,2025-12-05T01:50:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-302
HIST-02366,TASK-02409,2026-03-05T00:27:00,2026-03-05T02:31:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-302
HIST-02367,TASK-02410,2026-06-02T23:34:00,2026-06-03T01:33:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-302
HIST-02368,TASK-02411,2023-09-02T23:38:00,2023-09-03T01:40:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-102
HIST-02369,TASK-02412,2023-12-02T00:14:00,2023-12-02T02:18:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-102
HIST-02370,TASK-02413,2024-02-29T23:38:00,2024-03-01T01:37:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-101 (Engineering Gang)
HIST-02371,TASK-02414,2024-05-29T23:51:00,2024-05-30T01:48:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-302
HIST-02372,TASK-02415,2024-08-28T00:20:00,2024-08-28T02:24:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-101 (Engineering Gang)
HIST-02373,TASK-02416,2024-11-25T23:40:00,2024-11-26T01:42:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-101 (Engineering Gang)
HIST-02374,TASK-02417,2025-02-24T00:17:00,2025-02-24T02:21:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-202
HIST-02375,TASK-02418,2025-05-25T00:11:00,2025-05-25T02:08:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-102
HIST-02376,TASK-02419,2025-08-22T23:52:00,2025-08-23T01:54:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-202
HIST-02377,TASK-02420,2025-11-20T23:39:00,2025-11-21T01:43:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-302
HIST-02378,TASK-02421,2026-02-19T00:03:00,2026-02-19T02:04:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-102
HIST-02379,TASK-02422,2026-05-20T00:04:00,2026-05-20T02:04:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-102
HIST-02389,TASK-02432,2023-10-11T00:27:00,2023-10-11T02:23:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-302
HIST-02390,TASK-02433,2024-01-09T00:11:00,2024-01-09T02:05:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,114,T-101 (Engineering Gang)
HIST-02391,TASK-02434,2024-04-08T00:02:00,2024-04-08T01:59:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-301 (OHE Gang)
HIST-02392,TASK-02435,2024-07-06T23:44:00,2024-07-07T01:47:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,123,T-102
HIST-02393,TASK-02436,2024-10-05T00:08:00,2024-10-05T02:05:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-102
HIST-02394,TASK-02437,2025-01-03T00:18:00,2025-01-03T02:14:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-202
HIST-02395,TASK-02438,2025-04-03T00:15:00,2025-04-03T02:11:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-301 (OHE Gang)
HIST-02396,TASK-02439,2025-07-01T23:41:00,2025-07-02T01:43:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-101 (Engineering Gang)
HIST-02397,TASK-02440,2025-09-29T23:30:00,2025-09-30T01:25:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,115,T-202
HIST-02398,TASK-02441,2025-12-28T23:40:00,2025-12-29T01:41:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-202
HIST-02399,TASK-02442,2026-03-29T00:29:00,2026-03-29T02:32:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,123,T-201 (Signal Staff)
HIST-02400,TASK-02443,2026-06-27T00:24:00,2026-06-27T02:20:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-102
HIST-02404,TASK-02447,2023-10-21T00:29:00,2023-10-21T02:30:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-101 (Engineering Gang)
HIST-02405,TASK-02448,2024-01-18T23:35:00,2024-01-19T01:29:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,114,T-102
HIST-02406,TASK-02449,2024-04-18T00:25:00,2024-04-18T02:22:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-202
HIST-02407,TASK-02450,2024-07-16T23:58:00,2024-07-17T01:58:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-201 (Signal Staff)
HIST-02408,TASK-02451,2024-10-15T00:15:00,2024-10-15T02:12:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-302
HIST-02409,TASK-02452,2025-01-12T23:53:00,2025-01-13T01:57:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-301 (OHE Gang)
HIST-02410,TASK-02453,2025-04-13T00:05:00,2025-04-13T02:00:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,115,T-202
HIST-02411,TASK-02454,2025-07-11T23:43:00,2025-07-12T01:43:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-301 (OHE Gang)
HIST-02412,TASK-02455,2025-10-09T23:46:00,2025-10-10T01:48:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-101 (Engineering Gang)
HIST-02413,TASK-02456,2026-01-08T00:10:00,2026-01-08T02:11:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-302
HIST-02414,TASK-02457,2026-04-07T23:48:00,2026-04-08T01:49:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-101 (Engineering Gang)
HIST-02415,TASK-02458,2026-07-07T00:14:00,2026-07-07T02:10:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-202
HIST-02434,TASK-02477,2023-09-04T00:08:00,2023-09-04T02:13:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-302
HIST-02435,TASK-02478,2023-12-02T23:46:00,2023-12-03T01:44:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,118,T-101 (Engineering Gang)
HIST-02436,TASK-02479,2024-03-02T00:02:00,2024-03-02T01:58:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-102
HIST-02437,TASK-02480,2024-05-31T00:05:00,2024-05-31T02:05:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-301 (OHE Gang)
HIST-02438,TASK-02481,2024-08-29T00:11:00,2024-08-29T02:10:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-302
HIST-02439,TASK-02482,2024-11-26T23:49:00,2024-11-27T01:44:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,115,T-301 (OHE Gang)
HIST-02440,TASK-02483,2025-02-24T23:31:00,2025-02-25T01:30:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-301 (OHE Gang)
HIST-02441,TASK-02484,2025-05-25T23:44:00,2025-05-26T01:44:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-201 (Signal Staff)
HIST-02442,TASK-02485,2025-08-23T23:32:00,2025-08-24T01:35:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,123,T-202
HIST-02443,TASK-02486,2025-11-21T23:52:00,2025-11-22T01:55:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,123,T-101 (Engineering Gang)
HIST-02444,TASK-02487,2026-02-20T00:11:00,2026-02-20T02:13:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-101 (Engineering Gang)
HIST-02445,TASK-02488,2026-05-20T23:58:00,2026-05-21T01:58:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-102
HIST-02455,TASK-02498,2023-10-10T00:17:00,2023-10-10T02:13:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-202
HIST-02456,TASK-02499,2024-01-07T23:50:00,2024-01-08T01:49:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-302
HIST-02457,TASK-02500,2024-04-06T23:34:00,2024-04-07T01:35:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-202
HIST-02458,TASK-02501,2024-07-06T00:26:00,2024-07-06T02:29:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,123,T-302
HIST-02459,TASK-02502,2024-10-03T23:40:00,2024-10-04T01:45:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-301 (OHE Gang)
HIST-02460,TASK-02503,2025-01-02T00:11:00,2025-01-02T02:07:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-301 (OHE Gang)
HIST-02461,TASK-02504,2025-04-02T00:04:00,2025-04-02T02:02:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,118,T-102
HIST-02462,TASK-02505,2025-07-01T00:03:00,2025-07-01T01:58:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,115,T-102
HIST-02463,TASK-02506,2025-09-29T00:13:00,2025-09-29T02:11:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,118,T-102
HIST-02464,TASK-02507,2025-12-28T00:00:00,2025-12-28T01:56:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-102
HIST-02465,TASK-02508,2026-03-27T23:34:00,2026-03-28T01:31:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-102
HIST-02466,TASK-02509,2026-06-25T23:31:00,2026-06-26T01:25:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,114,T-302
HIST-02470,TASK-02513,2023-10-29T23:39:00,2023-10-30T01:36:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-302
HIST-02471,TASK-02514,2024-01-28T00:02:00,2024-01-28T02:05:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,123,T-302
HIST-02472,TASK-02515,2024-04-26T23:51:00,2024-04-27T01:56:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-302
HIST-02473,TASK-02516,2024-07-26T00:28:00,2024-07-26T02:27:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-201 (Signal Staff)
HIST-02474,TASK-02517,2024-10-23T23:58:00,2024-10-24T01:58:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-302
HIST-02475,TASK-02518,2025-01-22T00:21:00,2025-01-22T02:26:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-102
HIST-02476,TASK-02519,2025-04-22T00:00:00,2025-04-22T01:59:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-301 (OHE Gang)
HIST-02477,TASK-02520,2025-07-20T23:46:00,2025-07-21T01:40:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,114,T-201 (Signal Staff)
HIST-02478,TASK-02521,2025-10-18T23:49:00,2025-10-19T01:54:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-102
HIST-02479,TASK-02522,2026-01-17T00:18:00,2026-01-17T02:13:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,115,T-301 (OHE Gang)
HIST-02480,TASK-02523,2026-04-16T23:37:00,2026-04-17T01:41:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-102
HIST-02481,TASK-02524,2026-07-15T23:47:00,2026-07-16T01:48:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-101 (Engineering Gang)
HIST-02491,TASK-02534,2023-10-27T23:45:00,2023-10-28T01:46:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-301 (OHE Gang)
HIST-02492,TASK-02535,2024-01-26T00:09:00,2024-01-26T02:07:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,118,T-201 (Signal Staff)
HIST-02493,TASK-02536,2024-04-24T23:55:00,2024-04-25T01:56:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-302
HIST-02494,TASK-02537,2024-07-24T00:30:00,2024-07-24T02:26:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-302
HIST-02495,TASK-02538,2024-10-21T23:33:00,2024-10-22T01:37:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-301 (OHE Gang)
HIST-02496,TASK-02539,2025-01-19T23:58:00,2025-01-20T01:52:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,114,T-301 (OHE Gang)
HIST-02497,TASK-02540,2025-04-20T00:26:00,2025-04-20T02:23:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-102
HIST-02498,TASK-02541,2025-07-18T23:52:00,2025-07-19T01:52:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-302
HIST-02499,TASK-02542,2025-10-17T00:14:00,2025-10-17T02:10:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-302
HIST-02500,TASK-02543,2026-01-15T00:19:00,2026-01-15T02:21:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-101 (Engineering Gang)
HIST-02501,TASK-02544,2026-04-14T23:34:00,2026-04-15T01:39:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-302
HIST-02502,TASK-02545,2026-07-14T00:11:00,2026-07-14T02:10:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-302
HIST-02503,TASK-02546,2023-09-06T00:23:00,2023-09-06T02:22:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-301 (OHE Gang)
HIST-02504,TASK-02547,2023-12-05T00:24:00,2023-12-05T02:20:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-202
HIST-02505,TASK-02548,2024-03-03T23:51:00,2024-03-04T01:55:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-201 (Signal Staff)
HIST-02506,TASK-02549,2024-06-02T00:25:00,2024-06-02T02:29:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-102
HIST-02507,TASK-02550,2024-08-30T23:34:00,2024-08-31T01:38:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-301 (OHE Gang)
HIST-02508,TASK-02551,2024-11-29T00:19:00,2024-11-29T02:21:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-201 (Signal Staff)
HIST-02509,TASK-02552,2025-02-26T23:47:00,2025-02-27T01:48:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-302
HIST-02510,TASK-02553,2025-05-28T00:19:00,2025-05-28T02:16:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-101 (Engineering Gang)
HIST-02511,TASK-02554,2025-08-25T23:38:00,2025-08-26T01:41:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,123,T-202
HIST-02512,TASK-02555,2025-11-24T00:14:00,2025-11-24T02:15:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-302
HIST-02513,TASK-02556,2026-02-21T23:45:00,2026-02-22T01:45:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-301 (OHE Gang)
HIST-02514,TASK-02557,2026-05-22T23:47:00,2026-05-23T01:51:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-201 (Signal Staff)
HIST-02521,TASK-02564,2023-10-11T23:55:00,2023-10-12T01:51:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-301 (OHE Gang)
HIST-02522,TASK-02565,2024-01-10T00:30:00,2024-01-10T02:31:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-102
HIST-02523,TASK-02566,2024-04-08T23:40:00,2024-04-09T01:37:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-102
HIST-02524,TASK-02567,2024-07-07T23:36:00,2024-07-08T01:31:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,115,T-102
HIST-02525,TASK-02568,2024-10-06T00:05:00,2024-10-06T02:04:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-102
HIST-02526,TASK-02569,2025-01-04T00:20:00,2025-01-04T02:25:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-101 (Engineering Gang)
HIST-02527,TASK-02570,2025-04-03T23:51:00,2025-04-04T01:55:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-101 (Engineering Gang)
HIST-02528,TASK-02571,2025-07-03T00:23:00,2025-07-03T02:27:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-201 (Signal Staff)
HIST-02529,TASK-02572,2025-09-30T23:34:00,2025-10-01T01:36:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-201 (Signal Staff)
HIST-02530,TASK-02573,2025-12-29T23:54:00,2025-12-30T01:59:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-101 (Engineering Gang)
HIST-02531,TASK-02574,2026-03-29T23:45:00,2026-03-30T01:47:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-302
HIST-02532,TASK-02575,2026-06-28T00:01:00,2026-06-28T01:57:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-301 (OHE Gang)
HIST-02548,TASK-02591,2023-10-12T23:36:00,2023-10-13T01:34:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,118,T-102
HIST-02549,TASK-02592,2024-01-10T23:35:00,2024-01-11T01:36:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-202
HIST-02550,TASK-02593,2024-04-10T00:12:00,2024-04-10T02:12:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-102
HIST-02551,TASK-02594,2024-07-09T00:09:00,2024-07-09T02:04:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,115,T-102
HIST-02552,TASK-02595,2024-10-07T00:04:00,2024-10-07T02:02:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,118,T-201 (Signal Staff)
HIST-02553,TASK-02596,2025-01-04T23:42:00,2025-01-05T01:47:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-201 (Signal Staff)
HIST-02554,TASK-02597,2025-04-05T00:08:00,2025-04-05T02:08:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-101 (Engineering Gang)
HIST-02555,TASK-02598,2025-07-04T00:20:00,2025-07-04T02:21:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-301 (OHE Gang)
HIST-02556,TASK-02599,2025-10-02T00:18:00,2025-10-02T02:12:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,114,T-102
HIST-02557,TASK-02600,2025-12-30T23:45:00,2025-12-31T01:42:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-301 (OHE Gang)
HIST-02558,TASK-02601,2026-03-30T23:38:00,2026-03-31T01:43:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,125,T-102
HIST-02559,TASK-02602,2026-06-29T00:23:00,2026-06-29T02:27:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-101 (Engineering Gang)
HIST-02566,TASK-02609,2023-10-13T00:00:00,2023-10-13T02:01:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-302
HIST-02567,TASK-02610,2024-01-11T00:08:00,2024-01-11T02:04:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-101 (Engineering Gang)
HIST-02568,TASK-02611,2024-04-09T23:43:00,2024-04-10T01:38:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,115,T-102
HIST-02569,TASK-02612,2024-07-09T00:27:00,2024-07-09T02:31:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-301 (OHE Gang)
HIST-02570,TASK-02613,2024-10-06T23:45:00,2024-10-07T01:45:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,120,T-201 (Signal Staff)
HIST-02571,TASK-02614,2025-01-04T23:55:00,2025-01-05T01:59:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-201 (Signal Staff)
HIST-02572,TASK-02615,2025-04-04T23:52:00,2025-04-05T01:49:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-101 (Engineering Gang)
HIST-02573,TASK-02616,2025-07-04T00:24:00,2025-07-04T02:20:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-301 (OHE Gang)
HIST-02574,TASK-02617,2025-10-01T23:45:00,2025-10-02T01:41:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-302
HIST-02575,TASK-02618,2025-12-31T00:17:00,2025-12-31T02:19:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-201 (Signal Staff)
HIST-02576,TASK-02619,2026-03-31T00:22:00,2026-03-31T02:24:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,122,T-101 (Engineering Gang)
HIST-02577,TASK-02620,2026-06-28T23:36:00,2026-06-29T01:31:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,115,T-301 (OHE Gang)
HIST-02578,TASK-02621,2023-10-05T23:58:00,2023-10-06T01:55:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-202
HIST-02579,TASK-02622,2024-01-03T23:34:00,2024-01-04T01:31:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-202
HIST-02580,TASK-02623,2024-04-03T00:12:00,2024-04-03T02:13:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,121,T-202
HIST-02581,TASK-02624,2024-07-02T00:18:00,2024-07-02T02:22:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,124,T-102
HIST-02582,TASK-02625,2024-09-30T00:00:00,2024-09-30T01:54:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,114,T-101 (Engineering Gang)
HIST-02583,TASK-02626,2024-12-29T00:14:00,2024-12-29T02:17:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,123,T-101 (Engineering Gang)
HIST-02584,TASK-02627,2025-03-28T23:53:00,2025-03-29T01:52:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,119,T-302
HIST-02585,TASK-02628,2025-06-27T00:16:00,2025-06-27T02:11:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,115,T-202
HIST-02586,TASK-02629,2025-09-24T23:42:00,2025-09-25T01:38:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,116,T-101 (Engineering Gang)
HIST-02587,TASK-02630,2025-12-24T00:27:00,2025-12-24T02:24:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-201 (Signal Staff)
HIST-02588,TASK-02631,2026-03-23T23:51:00,2026-03-24T01:48:00,Routine PM: Quarterly Point Machine Overhaul & Lubrication.,COMPLETED,117,T-102
