asset_id,asset_type_id,section_id,location_km,installation_date,status,last_inspected_date
AST-366,AT-012,SEC-003,12.403,2016-03-22,OPERATIONAL,2026-06-24
AST-375,AT-015,SEC-006,27.846,2015-06-07,OPERATIONAL,2026-06-06
AST-377,AT-011,SEC-004,8.302,2016-05-15,OPERATIONAL,2026-07-06
AST-383,AT-014,SEC-002,2.433,2020-10-07,OPERATIONAL,2026-07-31
AST-385,AT-016,SEC-001,2.005,2015-06-18,OPERATIONAL,2026-07-12
AST-386,AT-012,SEC-002,5.0,2015-09-11,OPERATIONAL,2026-07-23
AST-395,AT-011,SEC-003,13.922,2021-05-24,OPERATIONAL,2026-06-17
AST-407,AT-012,SEC-005,25.624,2021-04-02,OPERATIONAL,2026-07-01
AST-412,AT-011,SEC-003,18.711,2019-01-05,OPERATIONAL,2026-06-08
AST-416,AT-016,SEC-006,25.163,2015-11-22,OPERATIONAL,2026-07-20
AST-419,AT-013,SEC-002,6.573,2019-11-13,OPERATIONAL,2026-07-15
AST-422,AT-013,SEC-006,26.047,2014-09-02,OPERATIONAL,2026-06-04
AST-425,AT-012,SEC-005,22.689,2013-12-04,OPERATIONAL,2026-06-05
AST-426,AT-015,SEC-006,26.733,2019-08-15,OPERATIONAL,2026-06-15
AST-438,AT-011,SEC-004,15.508,2017-04-01,OPERATIONAL,2026-07-21
AST-442,AT-010,SEC-004,17.062,2020-06-29,OPERATIONAL,2026-07-19
AST-443,AT-016,SEC-003,18.083,2022-06-25,OPERATIONAL,2026-07-17
AST-449,AT-016,SEC-004,13.926,2021-08-11,OPERATIONAL,2026-06-17
AST-458,AT-016,SEC-006,26.93,2014-01-15,OPERATIONAL,2026-06-15
AST-463,AT-013,SEC-001,3.627,2016-10-29,OPERATIONAL,2026-06-10
AST-465,AT-015,SEC-001,3.168,2022-07-20,OPERATIONAL,2026-06-16
AST-468,AT-013,SEC-001,2.297,2020-07-25,OPERATIONAL,2026-07-08
AST-469,AT-016,SEC-006,28.305,2015-05-05,OPERATIONAL,2026-07-26
AST-470,AT-012,SEC-004,13.158,2018-05-08,OPERATIONAL,2026-07-29
AST-473,AT-016,SEC-001,7.828,2017-05-23,OPERATIONAL,2026-07-25
AST-476,AT-010,SEC-006,23.273,2013-12-29,OPERATIONAL,2026-07-20
AST-477,AT-010,SEC-002,1.649,2021-06-14,OPERATIONAL,2026-06-28
AST-482,AT-011,SEC-003,18.077,2015-03-07,OPERATIONAL,2026-07-16
AST-484,AT-015,SEC-002,5.008,2017-10-17,OPERATIONAL,2026-06-25
AST-491,AT-010,SEC-005,26.021,2020-06-12,OPERATIONAL,2026-06-22
AST-493,AT-011,SEC-005,26.019,2016-04-25,OPERATIONAL,2026-06-08
AST-499,AT-013,SEC-001,6.423,2014-06-25,OPERATIONAL,2026-06-17
AST-505,AT-015,SEC-006,23.915,2020-09-11,OPERATIONAL,2026-06-30
AST-518,AT-010,SEC-006,28.425,2015-04-19,OPERATIONAL,2026-07-02
AST-519,AT-010,SEC-004,12.362,2016-05-21,OPERATIONAL,2026-06-08
AST-521,AT-015,SEC-003,14.507,2021-07-07,OPERATIONAL,2026-07-26
AST-522,AT-010,SEC-002,1.691,2014-10-27,OPERATIONAL,2026-07-19
AST-523,AT-013,SEC-003,8.535,2021-10-01,OPERATIONAL,2026-06-29
AST-530,AT-012,SEC-005,26.421,2015-11-27,OPERATIONAL,2026-07-03
AST-532,AT-013,SEC-002,2.846,2018-05-17,OPERATIONAL,2026-07-26
AST-540,AT-010,SEC-003,12.759,2013-11-05,OPERATIONAL,2026-06-29
AST-547,AT-013,SEC-003,13.063,2017-10-03,OPERATIONAL,2026-07-05
AST-548,AT-016,SEC-006,28.268,2021-01-21,OPERATIONAL,2026-06-16
AST-550,AT-012,SEC-006,25.755,2017-01-28,OPERATIONAL,2026-06-18
AST-551,AT-016,SEC-002,2.607,2019-06-10,OPERATIONAL,2026-06-15
AST-552,AT-013,SEC-003,9.31,2016-04-05,OPERATIONAL,2026-07-15
AST-554,AT-013,SEC-006,21.387,2013-08-21,OPERATIONAL,2026-06-21
AST-562,AT-015,SEC-006,23.097,2014-02-22,OPERATIONAL,2026-07-07
AST-565,AT-014,SEC-006,24.004,2018-09-19,OPERATIONAL,2026-07-28
AST-566,AT-013,SEC-001,2.363,2021-08-15,OPERATIONAL,2026-06-13
AST-568,AT-014,SEC-004,12.005,2021-06-28,OPERATIONAL,2026-07-19
AST-570,AT-010,SEC-001,6.793,2015-04-26,OPERATIONAL,2026-06-11
AST-587,AT-013,SEC-002,1.561,2018-04-12,OPERATIONAL,2026-06-16
AST-588,AT-014,SEC-006,23.955,2014-11-27,OPERATIONAL,2026-07-06
AST-592,AT-014,SEC-005,20.519,2021-04-21,OPERATIONAL,2026-07-25
AST-594,AT-013,SEC-005,21.467,2017-10-25,OPERATIONAL,2026-07-09
AST-597,AT-011,SEC-002,6.486,2015-12-28,OPERATIONAL,2026-07-17
AST-601,AT-012,SEC-003,14.586,2016-10-24,OPERATIONAL,2026-06-17
AST-602,AT-015,SEC-001,1.085,2014-03-04,OPERATIONAL,2026-06-10
AST-603,AT-010,SEC-003,17.971,2021-02-28,OPERATIONAL,2026-07-08
AST-605,AT-016,SEC-006,23.034,2020-12-27,OPERATIONAL,2026-07-07
AST-612,AT-012,SEC-005,24.701,2016-03-27,OPERATIONAL,2026-07-09
AST-613,AT-016,SEC-003,18.283,2014-01-13,OPERATIONAL,2026-07-28
AST-618,AT-011,SEC-001,3.171,2019-02-27,OPERATIONAL,2026-06-26
AST-622,AT-016,SEC-004,15.981,2017-03-24,OPERATIONAL,2026-07-10
AST-625,AT-016,SEC-002,5.133,2014-12-28,OPERATIONAL,2026-06-22
AST-630,AT-012,SEC-002,1.982,2015-05-10,OPERATIONAL,2026-06-12
AST-632,AT-011,SEC-005,24.962,2020-06-20,OPERATIONAL,2026-07-16
AST-634,AT-013,SEC-004,9.297,2016-12-24,OPERATIONAL,2026-06-23
AST-636,AT-012,SEC-002,3.095,2016-03-17,OPERATIONAL,2026-06-09
AST-638,AT-016,SEC-001,0.134,2021-10-29,OPERATIONAL,2026-06-03
AST-643,AT-016,SEC-002,4.291,2018-03-15,OPERATIONAL,2026-07-29
AST-645,AT-011,SEC-001,1.956,2017-09-17,OPERATIONAL,2026-06-05
AST-649,AT-012,SEC-002,2.975,2014-03-05,OPERATIONAL,2026-06-22
AST-650,AT-012,SEC-006,27.478,2013-12-07,OPERATIONAL,2026-06-18
AST-651,AT-012,SEC-004,11.128,2021-11-13,OPERATIONAL,2026-06-13
AST-658,AT-012,SEC-003,17.499,2016-03-04,OPERATIONAL,2026-07-04
AST-660,AT-013,SEC-001,7.016,2019-06-02,OPERATIONAL,2026-07-06
AST-661,AT-012,SEC-003,8.993,2017-06-18,OPERATIONAL,2026-07-15
AST-664,AT-016,SEC-002,5.86,2016-06-15,OPERATIONAL,2026-06-25
AST-665,AT-011,SEC-002,0.051,2017-12-26,OPERATIONAL,2026-07-24
AST-667,AT-010,SEC-006,22.886,2014-04-22,OPERATIONAL,2026-07-31
AST-674,AT-013,SEC-006,26.987,2018-12-04,OPERATIONAL,2026-06-21
AST-681,AT-013,SEC-005,19.941,2019-03-26,OPERATIONAL,2026-07-24
AST-684,AT-011,SEC-001,0.096,2013-10-29,OPERATIONAL,2026-06-29
AST-685,AT-011,SEC-002,6.589,2018-05-30,OPERATIONAL,2026-07-09
AST-688,AT-010,SEC-003,9.409,2017-05-31,OPERATIONAL,2026-07-12
AST-695,AT-013,SEC-006,22.732,2016-06-23,OPERATIONAL,2026-07-18
AST-696,AT-012,SEC-005,24.022,2018-03-25,OPERATIONAL,2026-06-08
AST-698,AT-016,SEC-003,8.674,2017-04-17,OPERATIONAL,2026-07-28
AST-701,AT-010,SEC-002,4.606,2013-08-22,OPERATIONAL,2026-06-02
AST-703,AT-015,SEC-003,18.511,2022-04-08,OPERATIONAL,2026-07-23
AST-705,AT-016,SEC-004,14.234,2020-08-12,OPERATIONAL,2026-06-28
AST-710,AT-016,SEC-005,27.246,2021-10-08,OPERATIONAL,2026-06-28
AST-714,AT-015,SEC-005,26.583,2020-01-30,OPERATIONAL,2026-07-13
AST-717,AT-013,SEC-005,19.791,2015-10-30,OPERATIONAL,2026-07-23
AST-721,AT-013,SEC-001,2.122,2019-10-14,OPERATIONAL,2026-07-19
AST-724,AT-013,SEC-004,12.039,2018-05-17,OPERATIONAL,2026-07-07
AST-729,AT-010,SEC-003,14.831,2015-09-14,OPERATIONAL,2026-07-08
AST-730,AT-015,SEC-001,3.451,2015-04-03,OPERATIONAL,2026-06-29
AST-733,AT-014,SEC-003,15.597,2019-04-01,OPERATIONAL,2026-07-05
AST-736,AT-015,SEC-005,23.823,2021-06-30,OPERATIONAL,2026-07-30
AST-745,AT-015,SEC-004,14.586,2019-12-10,OPERATIONAL,2026-07-08
